site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
SCWA3450,116.94284,-31.90217,1131.78599009,724.12936558,407.65662451,19.6,0.19,0.96,7422.96356048853,5.88722322,1437.53177,0.3
SCWA3519,116.94299,-31.62769,1619.69951877,1290.1090066,329.59051217,20.3,0.18,1.22,4351.83459111949,5.74470374,1467.67253,0.3
SCWA3516,116.94947,-31.63233,1294.3182091,987.26774005,307.05046905,20.3,0.18,1.17,3984.24784390265,5.92564299,1485.34176,0.3
SCWA3588,116.95081,-31.62544,1372.81962609,1061.4314557,311.38817039,20.3,0.18,1.34,4028.02287429093,5.76544389,1515.68307,0.3
SCWA3423,116.95446,-31.85993,1302.65230121,1031.1125657,271.53973551,20,0.19,1,5524.07519403295,5.7459919,1454.51447,0.3
SCWA3585,116.95558,-31.62128,1781.44229843,1431.0308222,350.41147623,20.3,0.18,1.31,4683.52788214378,5.59787684,1485.17836,0.3
SCWA3429,116.961,-31.87214,1285.81286772,807.29133687,478.52153085,20,0.19,1.14,5404.18606019979,5.59664191,1470.25304,0.3
SCWA4494,116.96263,-34.10616,5749.5565553,4026.5818307,1722.9747246,17,0.21,1.53,8331.25387732231,5.03938006,1457.1316,0.3
SCWA3426,116.96376,-31.87687,1147.03848613,723.59068701,423.44779912,20,0.19,0.99,5523.62527940358,5.57974565,1487.86205,0.3
SCWA3522,116.9645,-32.04759,1879.93555923,1330.7131279,549.22243133,19.6,0.19,1.19,5517.15222830689,5.54865277,1489.82647,0.3
SCWA3750,116.97815,-31.57772,1150.02498564,837.13980646,312.88517918,20.3,0.18,1.03,5537.55497735889,5.7259259,1475.97348,0.3
SCWA3753,116.97907,-31.57844,1296.39392775,1000.6582457,295.73568205,20.3,0.18,1.09,5591.4610798656,5.64665511,1490.29045,0.3
SCWA4350,116.97949,-34.11741,5116.350391,3419.2528662,1697.0975248,17,0.21,1.77,8388.64076055486,4.96889465,1457.64924,0.3
SCWA3747,116.98175,-31.5744,1139.21415705,787.21672182,351.99743523,20.3,0.18,1.1,5895.15656030489,5.92931253,1487.2181,0.3
SCWA3756,116.98346,-31.58068,1083.72420657,746.31085966,337.41334691,20.3,0.18,1.2,4271.0444152822,5.68961264,1493.5802,0.3
SCWA3435,116.99223,-31.86731,1386.89354971,1084.1147312,302.77881851,20,0.19,1.24,5519.74644585675,5.67378657,1472.97324,0.3
SCWA3438,116.99943,-31.85131,1274.2373644,783.9740467,490.2633177,20,0.19,1.32,6482.96382843967,5.43732034,1477.99574,0.3
SCWA3507,117.01785,-31.71934,1367.08362146,1038.3602552,328.72336626,19.9,0.19,1.31,4833.81517312223,5.68866285,1495.06183,0.3
SCWA3504,117.01836,-31.71436,1363.76365887,1052.2077807,311.55587817,19.9,0.19,1.3,3994.97214403375,5.76109664,1505.93526,0.3
SCWA3510,117.02305,-31.72349,1370.68416524,1074.6437073,296.04045794,19.9,0.19,1.23,4352.01040678091,5.55988288,1508.31436,0.3
SCWA3513,117.02538,-31.71771,1369.553741,1060.9453371,308.6084039,19.9,0.19,1.28,5844.31811180853,6.01223596,1498.26744,0.3
SCWA3501,117.02717,-31.71763,1238.16008326,968.43970615,269.72037711,19.9,0.19,1.2,5416.79835499725,6.15709801,1498.08527,0.3
SCWA3498,117.03379,-31.71909,1213.80489202,856.75288521,357.05200681,19.9,0.19,1.09,5078.70522755184,6.0321739,1499.84592,0.3
GA_bot373,117.03862,-32.24396,2411.73479662,1974.8203073,436.91448932,19.4,0.19,0.95,9117.69171125599,6.44171016,1393.87357,0.3
GA_bot146,117.03876,-23.37623,2042.3529411,1718.3220427,324.0308984,31.1,0.12,0.62,6177.89825149764,5.24827035,1499.16628,0.3
SCWA3495,117.03984,-31.71658,1203.33554007,929.65081499,273.68472508,19.9,0.19,1.23,4841.25515506825,5.88061997,1496.07185,0.3
SCWA3405,117.07724,-31.90807,1080.96955879,751.32195349,329.6476053,19.6,0.19,0.97,3756.70508311662,5.4720146,1453.57426,0.3
SCWA3408,117.07867,-31.90298,1154.13534391,827.43826518,326.69707873,19.6,0.19,1.24,3942.89536519779,5.36884665,1488.86486,0.3
SCWA3402,117.08483,-31.9139,1237.36477346,890.27217451,347.09259895,19.6,0.19,1.19,3733.72522605812,5.37396496,1443.15085,0.3
SCWA3411,117.08552,-31.9016,1052.41509681,687.72962869,364.68546812,19.6,0.19,0.77,4094.4199000288,5.37919761,1487.17945,0.3
SCWA3414,117.09053,-31.89397,1077.56492135,730.0208289,347.54409245,19.6,0.19,1.4,3927.55753051083,5.45465354,1479.43154,0.3
SCWA4104,117.09276,-31.9213,1258.57101337,896.94480402,361.62620935,19.6,0.19,1.2,3689.00275992356,5.34569172,1492.19823,0.3
SCWA4107,117.09287,-31.92261,1242.61010773,829.33875085,413.27135688,19.6,0.19,1.2,3819.46061970181,5.33473602,1510.65952,0.3
SCWA3417,117.09299,-31.89846,1266.23353092,941.96564561,324.26788531,19.6,0.19,1.29,4528.09118672822,5.47712748,1474.53816,0.3
SCWA3492,117.09578,-31.85482,1313.40262564,1048.8864744,264.51615124,19.9,0.19,1.27,5655.91305380029,5.69650124,1488.86558,0.3
SCWA3990,117.11278,-31.75593,1270.80871945,901.06639355,369.7423259,19.9,0.19,1.16,4169.89026197922,5.946094,1443.6487,0.3
SCWA3999,117.113,-31.75528,1295.35606153,926.48449417,368.87156736,19.9,0.19,1.16,3606.97301304206,5.79759118,1484.97685,0.3
SCWA4146,117.11783,-31.74655,1266.84927981,927.89964129,338.94963852,19.9,0.19,0.91,3255.5927980478,5.55901968,1507.01032,0.3
SCWA4149,117.11832,-31.74627,1254.90602407,945.95123334,308.95479073,19.9,0.19,0.91,3255.5927980478,5.55901968,1507.01032,0.3
SCWA3987,117.13066,-31.78267,1128.79762142,816.25371363,312.54390779,19.9,0.19,1.15,3912.3390955858,5.42044824,1493.24277,0.3
SCWA4095,117.13224,-31.94386,1157.82145666,734.02824144,423.79321522,19.6,0.19,1.03,3610.85232574185,5.40206937,1479.91521,0.3
SCWA4098,117.13756,-31.94366,1234.52616802,792.2382129,442.28795512,19.6,0.19,1.18,3296.06266480647,5.36848625,1513.09528,0.3
SCWA4101,117.14016,-31.93888,1440.64103878,974.8751893,465.76584948,19.6,0.19,1.17,3473.70633578999,5.28339734,1500.14969,0.3
SCWA3552,117.14755,-31.84072,1205.02007011,803.51448012,401.50558999,19.9,0.19,1.28,4779.08288068823,5.81551951,1503.33608,0.3
SCWA4056,117.14915,-31.91592,1211.13542219,766.55088116,444.58454103,19.6,0.19,1.08,3785.55851880833,5.39637962,1512.25634,0.3
SCWA4059,117.15086,-31.90713,1239.02292415,796.22948537,442.79343878,19.6,0.19,1.03,4543.08503426914,5.56713838,1491.31497,0.3
SCWA4188,117.15696,-33.88117,4242.6537034,2837.557909,1405.0957944,17.1,0.21,1.8,8835.03861880323,5.05004274,1476.50356,0.3
SCWA4185,117.16286,-33.88461,4659.96757949,3839.3289237,820.63865579,17.1,0.21,1.9,8890.14647219349,5.07135289,1483.40368,0.3
SCWA4053,117.16374,-31.94525,1398.86018089,822.6169788,576.24320209,19.6,0.19,0.92,2858.87750642824,5.26110942,1503.73641,0.3
SCWA3615,117.16503,-32.04544,1371.55203786,873.79781417,497.75422369,19.6,0.19,1.31,5228.97314118399,5.51289106,1480.143,0.3
SCWA4050,117.16632,-31.95052,1212.59318413,729.05557913,483.537605,19.6,0.19,1.06,3008.2939869586,5.36015615,1489.92714,0.3
SCWA4236,117.16691,-33.87137,4562.1154364,3275.9819315,1286.1335049,17.1,0.21,1.63,8601.40093598811,5.01393098,1472.67251,0.3
SCWA3594,117.16827,-31.7532,1250.6079179,930.30736069,320.30055721,19.9,0.19,1.12,3029.85752106638,5.24707154,1497.98714,0.3
SCWA3591,117.1691,-31.75263,1383.88674372,1064.5603501,319.32639362,19.9,0.19,1.16,3043.25946575483,5.17544596,1518.22497,0.3
SCWA4044,117.17211,-31.94122,1331.37534205,980.06788696,351.30745509,19.6,0.19,0.91,3043.5387933963,5.29827505,1521.12917,0.3
SCWA4047,117.17263,-31.94916,1324.78691568,872.22556215,452.56135353,19.6,0.19,0.57,2918.4253816479,5.3582408,1498.44702,0.3
SCWA4416,117.17624,-33.87581,3419.22144722,2614.1880325,805.03341472,17.1,0.21,1.93,9023.87569005316,4.98380004,1484.6809,0.3
SCWA3621,117.17928,-32.0241,1185.205819,724.02176785,461.18405115,19.6,0.19,1.19,3352.05919686184,5.26592569,1512.39594,0.3
SCWA4239,117.18244,-33.93687,4436.9089681,3299.5238375,1137.3851306,16.9,0.21,1.95,8657.47504825054,5.011385,1452.74875,0.3
SCWA4242,117.18295,-33.93365,4946.3695477,3557.3001627,1389.069385,16.9,0.21,2.09,8703.05772527767,5.04453031,1468.61138,0.3
SCWA4362,117.18548,-33.89201,3693.77193807,2716.0930427,977.67889537,17.1,0.21,2.05,8958.96236105471,4.9935709,1477.22232,0.3
SCWA4491,117.18693,-33.93805,4861.6419548,3521.9892379,1339.6527169,16.9,0.21,1.98,8743.15774541158,5.10472254,1470.00977,0.3
SCWA4365,117.18719,-33.87566,4487.0774473,3693.3282452,793.7492021,17.1,0.21,2.06,8633.79594973198,4.9934392,1472.15387,0.3
SCWA4473,117.18825,-33.93709,4400.72138638,3585.0003249,815.72106148,16.9,0.21,1.98,8640.04717746872,5.0973717,1471.10923,0.3
SCWA4368,117.18888,-33.91562,4056.35193599,3275.6535908,780.69834519,16.9,0.21,1.97,9053.29661009178,5.03082483,1482.01621,0.3
SCWA4359,117.18926,-33.90115,3882.96623831,3239.6367023,643.32953601,17.1,0.21,1.89,9121.84738391529,4.97910174,1457.88603,0.3
SCWA4353,117.1895,-33.90672,4836.9573086,3186.8768271,1650.0804815,17.1,0.21,1.96,8779.50427683104,5.07390326,1472.55368,0.3
SCWA4470,117.19337,-33.93872,5372.0980543,3919.8022999,1452.2957544,16.9,0.21,1.81,7962.56548695461,5.08869124,1470.57699,0.3
SCWA4410,117.19792,-33.86943,3608.35190312,2643.7526495,964.59925362,17.1,0.21,2.05,8883.25468428368,4.95365395,1485.02824,0.3
SCWA4404,117.19869,-33.91636,4286.7847978,3532.5872483,754.1975495,16.9,0.21,1.97,9027.37124754027,5.03609411,1471.73859,0.3
SCWA4476,117.20039,-33.93287,5212.7859738,3586.5952075,1626.1907663,16.9,0.21,1.76,8623.65623587212,5.06352093,1466.52103,0.3
SCWA4479,117.20413,-33.93474,5202.2984103,3484.8393716,1717.4590387,16.9,0.21,1.92,8209.27693535784,5.11289544,1462.07725,0.3
SCWA3618,117.20437,-32.05231,1204.03279826,861.99987043,342.03292783,19.6,0.19,1.23,3978.94965993663,5.53428537,1459.60408,0.3
SCWA3606,117.20759,-31.77644,1165.69992727,806.46062444,359.23930283,19.9,0.19,1.32,3031.13265087962,5.45133253,1445.91191,0.3
SCWA3483,117.21532,-32.12878,1097.20278008,753.82039392,343.38238616,19.4,0.19,1.04,4431.92666735112,5.49339152,1498.66256,0.3
SCWA3603,117.21533,-31.7736,993.83890807,711.88044065,281.95846742,19.9,0.19,1.23,3517.54828359562,5.4884944,1478.89372,0.3
SCWA3600,117.21703,-31.7733,1068.52722864,738.51473065,330.01249799,19.9,0.19,1.32,3796.8354496029,5.26505422,1481.45424,0.3
SCWA3486,117.21818,-32.12555,1287.439485,1041.3710537,246.0684313,19.4,0.19,1.04,4544.64656851919,5.51626153,1472.94457,0.3
SCWA3480,117.21871,-32.13271,1137.42649077,851.07162165,286.35486912,19.4,0.19,1.03,5268.03839565169,5.72677008,1440.6346,0.3
SCWA3471,117.22031,-32.13534,1213.91983946,897.17820997,316.74162949,19.4,0.19,0.99,3582.36447623219,5.48531724,1485.54367,0.3
SCWA4482,117.2211,-33.92749,4063.79005245,3235.7069443,828.08310815,16.9,0.21,1.49,8113.56296367646,5.11443485,1452.01256,0.3
SCWA3612,117.22187,-31.76509,1327.62616847,1054.7408604,272.88530807,19.9,0.19,1.27,3404.5721744058,5.2067346,1511.54418,0.3
SCWA3489,117.2221,-32.12666,1292.88907745,1038.7666824,254.12239505,19.4,0.19,0.98,5015.99660913166,5.51405783,1489.6535,0.3
SCWA3474,117.22263,-32.13081,1446.56461562,1144.0651786,302.49943702,19.4,0.19,0.99,4841.14429035369,5.46398892,1497.77716,0.3
SCWA3609,117.2245,-31.76942,1235.52431263,991.75983146,243.76448117,19.9,0.19,1.22,3869.71885172366,5.20531799,1507.02201,0.3
SCWA3462,117.22682,-32.13018,1262.19579299,982.77235174,279.42344125,19.4,0.19,0.92,4125.74091926326,5.50984053,1489.39621,0.3
SCWA3477,117.22733,-32.12898,1297.19985337,1013.4657399,283.73411347,19.4,0.19,0.92,4890.88818907258,5.68260987,1465.29106,0.3
SCWA3540,117.22926,-32.06159,1340.01827426,1047.8053197,292.21295456,19.6,0.19,1.24,4241.56066998166,5.36495695,1499.90475,0.3
SCWA4485,117.22967,-33.96165,4202.7411846,2847.2583515,1355.4828331,16.9,0.21,1.98,8341.30790496092,5.03101159,1460.62994,0.3
SCWA3543,117.2303,-32.06685,1387.97122423,1062.2280881,325.74313613,19.6,0.19,1.26,3474.72473675698,5.49959395,1480.1733,0.3
SCWA3465,117.23084,-32.13418,1196.87551281,889.09757171,307.7779411,19.5,0.19,0.9,3980.72578431803,5.49669568,1483.19269,0.3
SCWA3546,117.23137,-32.06799,1246.78307621,968.2953743,278.48770191,19.6,0.19,1.21,3578.39803897851,5.41448305,1506.26762,0.3
SCWA3537,117.23153,-32.0738,1109.73874872,762.40783485,347.33091387,19.6,0.19,1.14,4414.6411696814,5.53947288,1500.78107,0.3
SCWA3468,117.23229,-32.14194,1457.32737398,1178.5086423,278.81873168,19.5,0.19,1.11,3999.88358346533,5.49802908,1501.14905,0.3
SCWA4488,117.24053,-33.93967,4782.17156563,3951.16204,831.00952563,16.9,0.21,1.74,7562.12516017107,5.03919809,1457.66852,0.3
SCWA3549,117.24127,-32.06732,1062.89106206,671.19355495,391.69750711,19.6,0.19,1.18,3923.36370360427,5.43018119,1511.7594,0.3
SCWA3555,117.24739,-31.90692,1112.0951752,722.53696002,389.55821518,19.6,0.19,0.98,4120.54090599925,5.55401884,1459.98845,0.3
SCWA3534,117.24755,-32.06715,1189.48666072,939.94292912,249.5437316,19.6,0.19,1.08,3095.33846664502,5.45577006,1493.68612,0.3
SCWA3531,117.24827,-32.06218,1175.78644507,881.14488993,294.64155514,19.6,0.19,1.15,4295.58062712364,5.36625078,1505.13511,0.3
SCWA3525,117.25084,-32.05605,1305.42221127,1033.550437,271.87177427,19.6,0.19,1.07,3770.84855841578,5.33656205,1505.32918,0.3
SCWA3528,117.2523,-32.05945,1171.76613823,906.24689125,265.51924698,19.6,0.19,1.17,3789.78174653035,5.36143424,1499.34507,0.3
SCWA3561,117.27816,-31.89345,1372.26148734,1062.2849585,309.97652884,19.6,0.19,1.1,3138.86694077495,5.2742008,1529.18148,0.3
SCWA4041,117.29511,-31.95253,1356.1514787,963.90320642,392.24827228,19.6,0.19,1.2,3662.13812688317,5.22505995,1525.20045,0.3
SCWA4035,117.3032,-31.95471,1393.75485997,1055.4075188,338.34734117,19.6,0.19,1.16,2754.28314073677,5.31870534,1466.06617,0.3
GA1068,117.38835,-28.26678,1680.71226024,1396.2723846,284.43987564,24.6,0.11,0.24,6555.19853682875,5.43557313,1582.60984,0.3
GA_bot130,117.44122,-20.95139,2589.83148259,2157.4981866,432.33329599,31.4,0.18,0.46,5145.12037201798,5.81709731,1517.67631,0.3
GA_bot35,117.47266,-34.93534,7587.5267478,4768.1477215,2819.3790263,16.6,0.13,0.77,5242.27253142051,4.16383702,1298.2651,0.3
GA_bot173,117.57245,-23.46543,2557.22991498,2087.2676982,469.96221678,30.7,0.13,0.54,7183.19372964723,5.69600174,1474.63646,0.3
GA_bot177,117.58704,-23.62366,2341.11363397,1981.4360638,359.67757017,30.6,0.12,0.37,6396.76642146651,5.81490133,1471.4359,0.3
GA_bot230,117.61121,-20.94588,2845.04124501,2373.7389432,471.30230181,31,0.22,0.55,5689.10645485596,5.54769892,1512.28539,0.3
GA_bot557,117.654,-31.807,1851.79984803,1497.9076246,353.89222343,19.9,0.16,0.48,6022.30498738886,6.18932164,1475.60683,0.3
GA1065,117.7147,-29.8709,1690.43341479,1425.5232129,264.91020189,22.6,0.1,0.21,4310.40866429331,5.62932672,1569.38103,0.3
GA933,117.76497,-27.38745,1820.39295766,1448.9160058,371.47695186,25.8,0.12,0.16,6466.25593677127,5.19349557,1568.75467,0.3
GA1097,117.79922,-29.742,1767.224839,1357.5812614,409.6435776,23.4,0.1,0.17,4966.91597028696,5.90948631,1537.90337,0.3
GA_bot44,117.81371,-23.77715,1633.29837526,1419.679226,213.61914926,30.4,0.13,0.26,7208.97763849999,6.21542612,1421.92154,0.3
SCWA0525,117.829,-34.49527,2853.5100245,1819.0216514,1034.4883731,16.4,0.17,1.7,7804.96028173808,4.84721065,1418.50858,0.3
SCWA0531,117.8504,-34.48975,3732.75206284,2882.2848471,850.46721574,16.4,0.17,1.5,8382.5951283167,4.89805351,1437.79829,0.3
SCWA0965,117.89686,-34.56123,3367.1826227,1913.5430079,1453.6396148,16.4,0.17,1.76,7995.16413101105,4.86551492,1393.89489,0.3
SCWA0813,117.90161,-34.54664,3776.5588222,2581.4375237,1195.1212985,16.4,0.17,1.73,7667.03885543788,4.85362237,1404.43268,0.3
SCWA0823,117.90191,-34.56138,3594.2269182,2066.5156316,1527.7112866,16.4,0.17,1.73,8325.54932026023,4.80501784,1431.07245,0.3
SCWA0841,117.90744,-34.55915,3738.0843455,2189.1163786,1548.9679669,16.2,0.14,1.8,6700.23598137613,4.82060195,1426.29236,0.3
SCWA0818,117.9096,-34.55421,4395.224643,2968.5579932,1426.6666498,16.2,0.14,1.86,7325.47910880153,4.87749121,1436.66387,0.3
SCWA0930,117.91078,-34.56745,3828.98754734,2854.8397286,974.14781874,16.2,0.14,1.66,7232.14877657164,4.7781703,1414.74754,0.3
SCWA0828,117.91552,-34.5616,3941.7583499,2630.399474,1311.3588759,16.2,0.14,1.93,6899.09462801819,4.83675854,1396.44184,0.3
SCWA0772,117.92489,-34.51723,2785.0615893,1573.7931172,1211.2684721,16.2,0.14,1.58,8211.93071075535,4.93346716,1430.26213,0.3
SCWA0778,117.92552,-34.51043,2467.7370737,1358.5810016,1109.1560721,16.2,0.14,1.22,5808.56659685548,4.8603266,1418.84491,0.3
SCWA0833,117.92876,-34.56692,3874.6035586,2450.4243601,1424.1791985,16.2,0.14,2.02,7416.45379110568,4.80195622,1411.73475,0.3
SCWA0766,117.93075,-34.51759,2413.0711816,1271.5159827,1141.5551989,16.2,0.14,1.61,6466.64183807559,4.83626758,1415.10495,0.3
SCWA0760,117.93666,-34.5161,2825.2053885,1574.791334,1250.4140545,16.2,0.14,1.6,7049.78225563165,4.87606804,1403.63523,0.3
SCWA0685,117.94139,-34.52305,2917.22712379,1997.6180809,919.60904289,16.2,0.14,1.61,6263.15305685704,4.83154698,1416.94544,0.3
SCWA0754,117.94246,-34.51816,2121.07020002,1139.730202,981.33999802,16.2,0.14,1.66,5053.48194917963,4.8286349,1401.63394,0.3
SCWA0784,117.94428,-34.50957,2121.52021189,1215.3451798,906.17503209,16.2,0.14,1.4,6197.27866411127,4.84080255,1402.59716,0.3
SCWA0690,117.94502,-34.51881,2534.292246,1458.559411,1075.732835,16.2,0.14,1.6,5338.69942573622,4.86675676,1422.79669,0.3
SCWA0696,117.94666,-34.52379,2375.9642641,1254.483484,1121.4807801,16.2,0.14,1.7,5127.22723704328,4.92924346,1408.9739,0.3
SCWA0790,117.95193,-34.51004,2054.17777495,1066.2145637,987.96321125,16.2,0.14,1.45,5352.6618726083,4.86245874,1403.97107,0.3
GA_bot441,117.954,-20.667,1390.81658714,1156.8805788,233.93600834,30.7,0.14,0.47,5657.47917793198,5.41737417,1531.46746,0.3
SCWA0714,117.95648,-34.54267,3791.3949684,2447.7458389,1343.6491295,16.2,0.14,1.62,7322.8898521071,4.94833865,1416.10141,0.3
SCWA0702,117.96179,-34.50746,2452.3673812,1597.4744239,854.8929573,16.2,0.14,1.55,6738.125604823,4.83577072,1405.26235,0.3
SCWA0710,117.96771,-34.50722,2119.24887668,1242.6099312,876.63894548,16.2,0.14,1.5,5711.08789891464,4.89000192,1405.59529,0.3
SCWA0920,117.97102,-34.54853,3958.7066417,2494.6744229,1464.0322188,16.2,0.14,1.87,8495.35345831047,4.93106906,1409.57423,0.3
GA_bot508,117.973,-26.181,1505.55093021,1356.2260838,149.32484641,26.5,0.12,0.3,6402.29688030354,5.78829783,1530.6291,0.3
SCWA0802,117.97412,-34.53299,3339.2688034,2070.7402799,1268.5285235,16.2,0.14,1.57,5513.70675754747,4.91222218,1401.3893,0.3
SCWA0808,117.97712,-34.54062,3564.54517177,2819.1589836,745.38618817,16.2,0.14,1.75,6394.32388538448,4.93521187,1407.83658,0.3
SCWA0924,117.9868,-34.51771,1830.1843149,861.47121661,968.71309829,16.2,0.14,1.01,6723.10750855331,4.87079646,1395.54018,0.3
SCWA0971,118.00503,-34.57403,4375.8698935,3214.5207344,1161.3491591,16.2,0.14,1.68,8150.1800866357,4.92043199,1422.61932,0.3
SCWA0863,118.0063,-34.63944,4165.1151364,2901.5851321,1263.5300043,16.7,0.18,1.86,8740.71162522337,4.86902046,1418.46503,0.3
SCWA0987,118.00777,-34.60651,4528.6987001,2832.7112741,1695.987426,16.7,0.18,1.94,8646.38861307499,4.83392885,1425.23629,0.3
SCWA0981,118.00855,-34.59616,4398.4228074,2942.8477197,1455.5750877,16.7,0.18,1.95,8233.5918614704,4.85581926,1412.15299,0.3
GA_bot528,118.011,-31.33,1888.93223812,1617.7778884,271.15434972,20.8,0.18,0.3,8071.32465946499,6.30049432,1459.21249,0.3
SCWA1005,118.01777,-34.63953,4969.7382617,3414.6688807,1555.069381,16.7,0.18,1.86,8297.74988915331,4.8919817,1407.62804,0.3
SCWA1011,118.02021,-34.60016,3249.481189,1806.527637,1442.953552,16.7,0.18,1.09,6600.17159977285,4.91592718,1418.9327,0.3
SCWA1000,118.0334,-34.63449,4991.4228794,3625.8931822,1365.5296972,16.7,0.18,1.7,6925.78667126406,4.82144673,1416.7773,0.3
SCWA1071,118.04303,-34.54841,2484.6440533,1178.8512859,1305.7927674,16.2,0.14,1.3,5798.69806868003,4.87756723,1375.1937,0.3
SCWA1116,118.04464,-34.5557,2378.654441,1239.8653703,1138.7890707,16.2,0.14,1.66,5677.33386567168,4.93182659,1355.55984,0.3
SCWA1078,118.04723,-34.56161,2195.05727412,1380.2633758,814.79389832,16.2,0.14,1.51,5167.17088802453,4.88230292,1387.14935,0.3
SCWA1122,118.05289,-34.56141,2083.13499246,1257.7522624,825.38273006,16.2,0.14,1.56,5703.33884880641,4.84300186,1388.101,0.3
SCWA2082,118.05777,-34.77993,3824.3866673,2158.3040979,1666.0825694,16.7,0.18,1.15,6225.79858769391,4.55184376,1401.20438,0.3
SCWA2079,118.05821,-34.77608,4403.2349015,2455.1030651,1948.1318364,16.7,0.18,1.36,6539.95667625981,4.43915385,1357.87587,0.3
SCWA1134,118.07435,-34.52208,2851.8189801,1686.9717134,1164.8472667,16.2,0.14,1.33,7755.85771580528,4.97929265,1412.23271,0.3
SCWA0667,118.07705,-34.51141,1842.97519043,1079.1834588,763.79173163,16.2,0.14,1.08,5431.18924017526,4.91702816,1382.37288,0.3
SCWA2100,118.08207,-34.66049,4899.1868777,3522.4626876,1376.7241901,16.7,0.18,2.09,5600.2903800336,4.69698723,1398.4661,0.3
SCWA1128,118.08221,-34.51109,2000.12087059,1184.6545085,815.46636209,16.2,0.14,1.11,5574.67038963595,4.91457239,1382.56969,0.3
SCWA2118,118.08479,-34.66428,5225.3933725,3854.7982885,1370.595084,16.7,0.18,2.09,6423.05150800525,4.68832781,1400.08396,0.3
SCWA2103,118.08769,-34.66044,5224.2032007,3432.3203844,1791.8828163,16.7,0.18,2.07,6541.01039717117,4.72504237,1373.81427,0.3
SCWA0673,118.09206,-34.51387,2020.1461687,1069.0666662,951.0795025,16.2,0.14,1.41,6626.18695399601,4.87283668,1392.32473,0.3
SCWA0679,118.09207,-34.51896,2083.17702907,1255.3875089,827.78952017,16.2,0.14,1.3,5812.95177565016,4.90752499,1381.5428,0.3
SCWA2025,118.09224,-34.66432,4789.9861228,3012.8126402,1777.1734826,16.7,0.18,1.99,6258.18357478482,4.6255877,1366.78782,0.3
SCWA1980,118.09272,-34.64683,3506.1210118,1806.9669898,1699.154022,16.7,0.18,2.16,6885.53949904078,4.61300081,1401.51585,0.3
SCWA1986,118.09574,-34.65412,4169.4353797,2763.1111796,1406.3242001,16.7,0.18,1.89,6405.63632666551,4.73428117,1378.95777,0.3
SCWA2028,118.09651,-34.66811,4919.6296122,3550.7127714,1368.9168408,16.7,0.18,2.23,6433.11270599054,4.68994186,1404.75078,0.3
SCWA2049,118.09796,-34.66867,4923.3347991,3392.1917077,1531.1430914,16.7,0.18,2.23,7230.25112866293,4.70837046,1404.70306,0.3
SCWA2046,118.09866,-34.66421,4496.5280694,2533.1460333,1963.3820361,16.7,0.18,2.1,5386.68960623672,4.68736803,1381.71321,0.3
SCWA2007,118.09931,-34.64245,3268.2180304,1737.8925513,1530.3254791,16.7,0.18,1.68,4006.96068726955,4.69728882,1364.02517,0.3
SCWA2010,118.10073,-34.64962,3551.4848963,2370.2353718,1181.2495245,16.7,0.18,2.04,6354.77392901592,4.7399949,1381.84502,0.3
SCWA2055,118.10147,-34.67244,4806.4700132,3303.3486224,1503.1213908,16.7,0.18,1.91,6167.11390151066,4.63702334,1376.74903,0.3
SCWA2052,118.10291,-34.66942,4767.0232305,3223.4580686,1543.5651619,16.7,0.18,2.17,7057.30216638049,4.73014698,1378.46957,0.3
SCWA1995,118.10598,-34.65557,3158.4939838,1679.2174449,1479.2765389,16.7,0.18,1.7,6667.12324364103,4.63663746,1380.39105,0.3
SCWA1992,118.10882,-34.66294,3821.970715,2535.3416728,1286.6290422,16.7,0.18,1.95,5244.16919004089,4.713601,1356.64251,0.3
SCWA2406,118.1096,-34.668,5100.406824,3194.7143089,1905.6925151,16.7,0.18,2.17,7542.408850981,4.70696294,1368.48469,0.3
SCWA1998,118.11081,-34.64857,3399.3817648,1853.8729068,1545.508858,16.7,0.18,2.2,5249.80314625628,4.749847,1388.93323,0.3
SCWA2004,118.11084,-34.64145,3576.280807,1853.3762597,1722.9045473,16.7,0.18,1.34,5016.64988053524,4.7008527,1395.73188,0.3
SCWA2001,118.11125,-34.64426,4171.3634114,2529.6007253,1641.7626861,16.7,0.18,1.98,5214.10914125604,4.61806328,1377.44056,0.3
SCWA2160,118.11182,-34.76794,8656.4048302,6230.7318541,2425.6729761,16.7,0.18,2.15,6246.84149497351,4.45736493,1379.65678,0.3
SCWA2061,118.11223,-34.65245,2928.0892818,1610.4560852,1317.6331966,16.7,0.18,1.82,5421.80059112183,4.80468045,1371.3135,0.3
SCWA2163,118.11294,-34.77459,8179.5034788,5660.0033023,2519.5001765,16.7,0.18,1.96,8089.05678535459,4.55728368,1386.19316,0.3
SCWA2040,118.11558,-34.67535,5428.4387944,3458.2684948,1970.1702996,16.7,0.18,2.15,7746.34882932997,4.71235274,1417.31194,0.3
SCWA0573,118.11644,-34.56745,2406.5411314,1261.8349275,1144.7062039,16.2,0.14,1.79,3167.81319147545,4.93782662,1393.81676,0.3
SCWA2058,118.1199,-34.6641,3390.3154817,1892.0106403,1498.3048414,16.7,0.18,2.02,5814.1972775791,4.73377079,1366.01972,0.3
