site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3m3,NPP.gC.m2.d,qmax.gC.m2,pH_CaCl2,BD.mg.cm3,depth
SCWA0567,118.12217,-34.57089,2591.9456716,1460.9574409,1130.9882307,16.2,0.14,1.79,4407.78218130057,4.91302726,1399.69521,0.3
SCWA2367,118.12253,-34.65725,3440.4313226,1941.2694073,1499.1619153,16.7,0.18,1.79,5206.06757031848,4.64477895,1380.2828,0.3
SCWA0579,118.12508,-34.54945,2437.7969916,1066.0022389,1371.7947527,16.2,0.14,1.78,4055.82491142359,4.87910146,1398.38711,0.3
SCWA2145,118.12527,-34.77055,8204.5971076,5314.2747969,2890.3223107,16.7,0.18,2.18,5742.34247939248,4.44927328,1355.89572,0.3
SCWA2370,118.12593,-34.66327,3097.596221,1834.6453308,1262.9508902,16.7,0.18,2,6235.26023545481,4.65712341,1376.70979,0.3
SCWA2289,118.12704,-34.69344,3792.8231977,2174.4693452,1618.3538525,16.7,0.18,2.35,7651.82720108262,4.84435713,1397.0629,0.3
SCWA2043,118.1299,-34.67536,3353.7714395,1809.1021982,1544.6692413,16.9,0.21,1.42,3563.43454962129,4.58546182,1392.59968,0.3
SCWA2376,118.12994,-34.65997,3746.4112585,2705.4980761,1040.9131824,16.9,0.21,1.72,6177.02899094041,4.71644548,1393.18984,0.3
SCWA0586,118.13119,-34.54973,2517.889793,1208.9241482,1308.9656448,16.5,0.16,1.79,2662.53557857524,4.96732012,1406.06152,0.3
SCWA2364,118.13156,-34.66227,3811.7703846,1965.9852434,1845.7851412,16.9,0.21,1.64,4875.67521172497,4.69913613,1370.63543,0.3
SCWA2148,118.13192,-34.77358,8686.5735588,5502.7796177,3183.7939411,16.9,0.21,1.95,7361.36517294523,4.47609118,1405.69008,0.3
SCWA2292,118.13287,-34.6932,4003.1186569,2343.1569389,1659.961718,16.9,0.21,2.3,8862.09664768602,4.76554984,1388.334,0.3
SCWA2295,118.13732,-34.68978,3804.1735502,2082.1299701,1722.0435801,16.9,0.21,2.25,6988.44274685963,4.71569445,1400.8568,0.3
SCWA2379,118.13969,-34.65953,3433.9293557,2413.1084375,1020.8209182,16.9,0.21,1.92,4768.24210549187,4.66921651,1391.3758,0.3
SCWA2409,118.14079,-34.68852,3641.3389105,2036.9785333,1604.3603772,16.9,0.21,1.66,5916.36816418807,4.72031106,1387.65107,0.3
SCWA2418,118.14088,-34.6988,3224.8985658,1732.9366483,1491.9619175,16.9,0.21,0.76,4570.63328047987,4.65036106,1367.29838,0.3
SCWA2382,118.14187,-34.65994,3942.471295,2288.6884228,1653.7828722,16.9,0.21,1.91,6435.18094217713,4.73882772,1366.32165,0.3
SCWA2325,118.14356,-34.70452,3627.2278383,1887.0056561,1740.2221822,16.9,0.21,1.41,4475.10143412274,4.60652078,1381.79391,0.3
SCWA2373,118.14468,-34.64751,2452.4171073,1553.1110376,899.3060697,16.9,0.21,1.94,5731.28934597576,4.80769428,1384.64658,0.3
SCWA2343,118.14664,-34.68949,3559.6070833,1927.2838336,1632.3232497,16.9,0.21,1.96,4124.46636712776,4.53452521,1369.16555,0.3
SCWA0549,118.14958,-34.56105,2434.1661234,1208.7993137,1225.3668097,16.5,0.16,1.13,4752.4033900623,4.98490707,1421.92239,0.3
SCWA2385,118.15011,-34.65477,3382.625167,1961.7961209,1420.8290461,16.9,0.21,1.53,8029.02670139006,4.83293852,1367.27189,0.3
SCWA2130,118.15076,-34.77247,4118.5316901,2304.2363456,1814.2953445,16.9,0.21,1.76,6622.3200688845,4.59381433,1395.06139,0.3
SCWA2067,118.15187,-34.74019,4460.8466466,2588.8576509,1871.9889957,16.9,0.21,1.66,4638.65489672603,4.53198156,1389.96864,0.3
SCWA2322,118.15194,-34.70693,3506.3419761,1915.8117395,1590.5302366,16.9,0.21,1.77,4779.27376633707,4.56139036,1368.1404,0.3
SCWA2412,118.15253,-34.6925,3533.890087,1910.06578,1623.824307,16.9,0.21,1.8,5862.35197055113,4.72086204,1384.17749,0.3
SCWA0555,118.15331,-34.5496,2125.1335489,1085.0236138,1040.1099351,16.5,0.16,0.98,2350.91087937096,4.90964638,1381.51719,0.3
SCWA2421,118.15409,-34.69894,3357.2461041,1894.3528491,1462.893255,16.9,0.21,2.11,4794.37188506708,4.64951428,1372.04667,0.3
SCWA2013,118.15451,-34.75144,5162.6459484,3088.3030889,2074.3428595,16.9,0.21,1.88,5482.68721064773,4.44986315,1354.21352,0.3
SCWA0543,118.15556,-34.5791,3259.6920026,1569.738572,1689.9534306,16.5,0.16,1.71,5057.62544025615,4.88236038,1402.83914,0.3
SCWA2424,118.15929,-34.7075,3436.9473551,1875.0762347,1561.8711204,16.9,0.21,1.87,3600.67185768554,4.52180427,1377.20316,0.3
SCWA2019,118.16063,-34.74776,5229.422676,3152.9658745,2076.4568015,16.9,0.21,2.1,5498.06341180758,4.4857164,1399.69361,0.3
SCWA2316,118.16094,-34.7005,3539.1545858,1882.1351876,1657.0193982,16.9,0.21,2.34,5931.7995801547,4.72673931,1363.7392,0.3
SCWA0537,118.16161,-34.57368,2730.9444513,1265.2149128,1465.7295385,16.5,0.16,1.71,4564.56684751593,4.91612104,1401.25384,0.3
SCWA2319,118.16391,-34.70518,3474.9164237,1905.8383841,1569.0780396,16.9,0.21,1.63,4357.39679682411,4.62058614,1364.11462,0.3
GA_bot578,118.166,-26.608,1282.98904279,1093.7189066,189.27013619,26.2,0.12,0.34,7010.67311546986,5.64105055,1540.93063,0.3
GA_bot141,118.16647,-32.0513,1940.36033029,1601.8037025,338.55662779,19.8,0.18,0.64,6929.67072898035,6.27027608,1500.5844,0.3
SCWA0613,118.16923,-34.61708,3689.5032894,2212.5515749,1476.9517145,16.9,0.21,1.78,6537.12959822675,4.95526422,1396.05398,0.3
SCWA0561,118.1748,-34.55476,2154.39876355,998.01836505,1156.3803985,16.5,0.16,1.29,2923.19062008798,4.90074676,1407.82625,0.3
SCWA2238,118.17643,-34.75474,5748.4134361,3419.3730156,2329.0404205,16.9,0.21,1.38,6297.83998784785,4.53837068,1397.25726,0.3
SCWA2232,118.18165,-34.74711,5104.5208161,3060.7230246,2043.7977915,16.9,0.21,2.16,7005.80746148172,4.53094403,1369.68134,0.3
SCWA0631,118.18449,-34.58081,3037.9656114,1729.2845631,1308.6810483,16.5,0.16,1.59,6139.6867258111,4.89029545,1414.92885,0.3
SCWA0607,118.18507,-34.61338,4085.0851945,2702.6863784,1382.3988161,16.9,0.21,1.58,6579.60693811449,4.92425814,1387.78299,0.3
SCWA0591,118.18658,-34.61953,3933.451029,2271.4497739,1662.0012551,16.9,0.21,1.65,5291.67608598889,4.95213121,1385.48228,0.3
SCWA2196,118.18898,-34.8191,7897.7400557,4570.0502603,3327.6897954,16.7,0.23,1.51,7495.33366782123,4.4997592,1415.22866,0.3
SCWA0637,118.19017,-34.58703,3241.6519641,1707.1160374,1534.5359267,16.9,0.21,1.77,6594.55781969228,5.00523688,1402.98568,0.3
SCWA0619,118.19098,-34.6095,3316.9246594,1735.6018396,1581.3228198,16.9,0.21,1.66,6565.52982893648,4.93142014,1387.68799,0.3
SCWA0649,118.19143,-34.59204,3302.1545902,2009.2353286,1292.9192616,16.9,0.21,1.68,5821.14015032236,4.85093374,1407.68392,0.3
SCWA2271,118.19599,-34.74214,5804.3986768,3261.093927,2543.3047498,16.9,0.21,2.36,6100.33522261019,4.55352858,1413.22795,0.3
SCWA2361,118.19819,-34.68164,3216.450833,1706.4829039,1509.9679291,16.9,0.21,1.04,5231.83450251263,4.68628341,1373.87088,0.3
SCWA2268,118.19842,-34.74706,6051.1340448,3969.9899134,2081.1441314,16.9,0.21,2.43,7585.36087004537,4.57876344,1403.87671,0.3
SCWA0718,118.19849,-34.60262,3618.9427397,2112.2957074,1506.6470323,16.9,0.21,1.62,5449.21921748673,4.92352803,1394.93777,0.3
SCWA0643,118.19862,-34.59167,3342.0344924,1893.6383738,1448.3961186,16.9,0.21,1.83,6403.35606056646,4.95366487,1396.33868,0.3
SCWA2247,118.20119,-34.75477,6828.9018433,3922.0723857,2906.8294576,16.9,0.21,1.73,6414.86130456691,4.5509902,1353.83758,0.3
SCWA2169,118.20212,-34.81557,8989.7806979,6883.5602552,2106.2204427,16.7,0.23,1.87,7675.38153843505,4.46827904,1413.10091,0.3
SCWA2178,118.20262,-34.82631,8163.7525951,4689.5071992,3474.2453959,16.7,0.23,1.43,8282.84327985141,4.43389238,1420.22188,0.3
SCWA2172,118.20787,-34.81608,8722.1835883,5734.6322726,2987.5513157,16.7,0.23,2.23,8062.71813135167,4.44528849,1416.61365,0.3
GA_bot551,118.208,-32.122,1893.35525953,1687.6124653,205.74279423,19.5,0.16,0.25,6220.83779490479,6.4221226,1474.91713,0.3
SCWA2175,118.20817,-34.82101,9391.514998,6668.8810606,2722.6339374,16.7,0.23,2.37,6908.80665717078,4.50419936,1397.48563,0.3
SCWA2181,118.21277,-34.82365,7162.3110171,4635.0598996,2527.2511175,16.7,0.23,2.36,7826.53571025777,4.51768336,1399.19721,0.3
SCWA2187,118.2132,-34.81809,10555.4333552,6888.2726811,3667.1606741,16.7,0.23,2.27,7705.48239025612,4.46367328,1419.96872,0.3
SCWA2442,118.21964,-34.73388,4110.4080896,2226.3621271,1884.0459625,16.9,0.21,1.83,5067.00817919724,4.55730536,1371.1477,0.3
SCWA2184,118.22079,-34.82426,7921.848181,5179.9957886,2741.8523924,16.7,0.23,1.7,8941.35458066308,4.53409319,1402.63362,0.3
SCWA2388,118.22827,-34.71948,4026.414298,2753.8920286,1272.5222694,16.9,0.21,2.48,6045.32465650588,4.68821809,1383.36323,0.3
SCWA2349,118.22896,-34.76605,5306.3198957,3550.1590231,1756.1608726,16.9,0.21,2.08,8572.00815722413,4.59134057,1448.32595,0.3
SCWA2436,118.22903,-34.7818,6618.9269456,3706.8176942,2912.1092514,16.9,0.21,1.58,5072.75689867924,4.3813186,1396.50125,0.3
SCWA2433,118.22927,-34.7778,5948.2475901,3416.6481424,2531.5994477,16.9,0.21,1.21,5256.86927506807,4.49880473,1433.67879,0.3
SCWA2391,118.23299,-34.71721,3995.2672958,2280.9618251,1714.3054707,16.9,0.21,2.47,7648.46226190967,4.72887158,1371.50057,0.3
SCWA2403,118.2341,-34.72761,4208.1949037,2414.9113785,1793.2835252,16.9,0.21,2.25,7462.56167495843,4.61142253,1394.40958,0.3
SCWA2394,118.23742,-34.72676,4392.1118917,2807.3405806,1584.7713111,16.9,0.21,2.28,7924.04940676063,4.66648918,1393.48735,0.3
SCWA2397,118.23871,-34.72213,4217.7580846,2668.5957404,1549.1623442,16.9,0.21,2.31,8209.76212380016,4.64146185,1405.47068,0.3
SCWA2304,118.2388,-34.71071,3426.7097441,1870.1741805,1556.5355636,16.9,0.21,2.22,7619.81234920313,4.69525524,1377.35517,0.3
SCWA2307,118.2428,-34.7156,3511.5617798,1897.8795648,1613.682215,16.9,0.21,2.25,7014.64882602181,4.69516459,1393.45238,0.3
SCWA2400,118.24904,-34.72592,4356.3622049,2869.809874,1486.5523309,16.9,0.21,2.3,8364.41575239522,4.68297587,1429.25861,0.3
SCWA2310,118.25549,-34.72886,4021.1733196,2997.0228811,1024.1504385,16.9,0.21,2.34,7191.91047396033,4.63314555,1410.21757,0.3
GA_bot643,118.267,-30.842,1785.66012546,1563.6004958,222.05962966,21.1,0.18,0.37,6106.52065201983,6.310394,1524.12121,0.3
GA_bot395,118.27,-25.014,1664.17106165,1471.9804453,192.19061635,28.2,0.12,0.28,6783.81469174075,6.0670898,1546.27118,0.3
GA_bot78,118.28402,-22.10375,2278.68491507,1892.3684953,386.31641977,30.4,0.18,0.59,6003.84866241322,6.16907457,1470.83863,0.3
SCWA0406,118.29165,-34.6223,2713.6419373,1453.4380114,1260.2039259,16.9,0.21,1.46,5996.58837890345,4.88312964,1395.405,0.3
GA_bot438,118.294,-26.127,1316.81117493,1124.9824697,191.82870523,26.2,0.12,0.23,5206.41843955642,5.55727453,1526.62768,0.3
SCWA0400,118.29598,-34.60887,3113.4900822,1529.9444186,1583.5456636,16.9,0.21,1.7,4516.03765332057,4.96746607,1385.23268,0.3
SCWA1053,118.30747,-34.54701,2223.7377438,1105.0173927,1118.7203511,16.5,0.16,1.37,3175.65608744353,5.00098455,1389.04433,0.3
SCWA0869,118.30868,-34.6068,2690.5567923,1591.1518294,1099.4049629,16.9,0.21,1.38,3618.59971224888,4.92417266,1379.58316,0.3
SCWA1047,118.3118,-34.55166,2199.5882009,1195.0568564,1004.5313445,16.5,0.16,1.52,3960.74695389212,4.99420464,1411.85506,0.3
SCWA1017,118.31182,-34.61087,2991.9153428,1447.4320907,1544.4832521,16.9,0.21,1.45,2611.09424027323,4.81660654,1359.84298,0.3
SCWA1059,118.31323,-34.54601,2280.6578973,1102.2791324,1178.3787649,16.5,0.16,1.64,3444.54783903359,5.03752413,1399.50081,0.3
SCWA0875,118.31589,-34.60751,2724.9648568,1236.1054027,1488.8594541,16.9,0.21,1.63,2738.76858198533,4.90884268,1385.8617,0.3
SCWA1065,118.31673,-34.54854,1604.98725748,895.8574477,709.12980978,16.5,0.16,1.51,3419.39427498856,4.98148676,1416.93992,0.3
SCWA0519,118.31718,-34.56398,2690.55088973,1870.3756753,820.17521443,16.5,0.16,1.83,7001.55365323123,4.92328717,1413.94408,0.3
GA_bot119,118.31827,-28.28824,1561.92862157,1300.080094,261.84852757,24.6,0.12,0.17,6421.60520640414,5.79676025,1548.34995,0.3
SCWA0881,118.31901,-34.58575,2786.1571827,1385.8772791,1400.2799036,16.9,0.21,1.36,4489.91045085827,4.97615344,1400.6306,0.3
SCWA1023,118.32455,-34.60529,2792.1717423,1407.294734,1384.8770083,16.9,0.21,1.67,2483.4533280008,4.86135369,1383.54091,0.3
SCWA1035,118.33068,-34.58737,2730.1786843,1645.5298179,1084.6488664,16.9,0.21,1.8,3718.31640422991,4.96890552,1392.19405,0.3
SCWA1041,118.33163,-34.58238,2949.6793247,1812.570963,1137.1083617,16.5,0.16,1.38,3609.82522570574,4.93223593,1406.98354,0.3
SCWA0513,118.36059,-34.58051,2549.70536802,1610.2641198,939.44124822,17.1,0.21,1.54,4063.98079055246,4.89882509,1392.10687,0.3
SCWA0412,118.36875,-34.50761,2278.9211928,1810.3622978,468.558895,17.1,0.21,1.53,4257.48036285325,5.46040258,1395.52597,0.3
SCWA0452,118.3753,-34.51312,2129.39847172,1219.9154678,909.48300392,17.1,0.21,1.59,3877.462195976,5.09014141,1402.07213,0.3
GA_bot689,118.382,-27.821,1554.29981499,1369.1983244,185.10149059,25.4,0.13,0.23,5342.15696768674,5.94529517,1544.94876,0.3
GA_bot3,118.38244,-24.1167,1674.287982,1435.0955889,239.1923931,29.6,0.12,0.41,7031.48612902487,5.49952204,1493.3088,0.3
SCWA0394,118.38659,-34.5307,2219.0901087,1217.5925295,1001.4975792,17.1,0.21,1.46,5840.38388564181,5.18910174,1422.58186,0.3
SCWA0390,118.38805,-34.53995,2634.2169121,1410.5430646,1223.6738475,17.1,0.21,1.14,4776.66206119186,5.05929553,1420.74566,0.3
GA_bot43,118.45081,-32.57266,2352.76806769,1941.956659,410.81140869,19,0.2,0.39,6096.84961593103,6.21211052,1475.47921,0.3
GA_bot19,118.48229,-24.14431,1663.7535057,1407.4110593,256.3424464,29.6,0.12,0.45,7479.10715348146,5.54563274,1454.10479,0.3
GA_bot357,118.49577,-20.52006,1814.82736441,1534.0326404,280.79472401,30.1,0.11,0.38,5483.7635996323,5.53691319,1525.83461,0.3
GA_bot28,118.49627,-20.52041,1519.15525115,1286.6130481,232.54220305,30.1,0.11,0.43,5208.90630367804,5.3415902,1549.80979,0.3
GA_bot480,118.591,-32.789,2586.40349784,2160.4318366,425.97166124,18.7,0.18,0.85,5963.39730977173,5.75318694,1488.94135,0.3
GA1002,118.7459,-27.09109,1388.96363896,1070.9463601,318.01727886,25.8,0.12,0.26,5357.91212583097,5.83910596,1559.94919,0.3
GA_bot425,118.988,-25.223,1758.48503195,1573.6995034,184.78552855,27.6,0.12,0.27,5306.65654034267,5.54490959,1567.97186,0.3
GA_bot654,119.002,-29.157,1645.15450265,1401.1392974,244.01520525,23.3,0.08,0.19,6135.76572645704,5.79353595,1526.92355,0.3
GA_bot411,119.056,-28.616,1646.95140628,1419.4619587,227.48944758,24.2,0.11,0.29,6240.4464945632,5.91047918,1547.44642,0.3
GA_bot618,119.241,-22.339,2786.73287377,2286.981389,499.75148477,29.8,0.14,0.02,8467.32769883349,6.26764933,1455.89532,0.3
GA_bot39,119.25886,-20.31967,1897.13507068,1554.5589676,342.57610308,31.2,0.13,0.42,5487.89748411542,5.521117,1545.47599,0.3
GA_bot434,119.306,-20.326,1819.35972429,1539.9880179,279.37170639,31.2,0.13,0.62,5587.58417271679,5.62577663,1540.39354,0.3
GA928,119.3111,-20.0537,2493.30285544,2058.7031359,434.59971954,30.9,0.15,0.93,6154.43662665005,5.97205772,1499.98382,0.3
GA_bot464,119.352,-21.343,2131.24909278,1790.5947003,340.65439248,30.2,0.15,0.35,7912.70693297871,5.58278179,1552.95954,0.3
GA_bot307,119.56611,-27.56699,1488.42329527,1175.0955199,313.32777537,24.8,0.13,0.17,6504.19666904198,6.01944739,1469.36101,0.3
GA_bot156,119.664,-22.44402,2411.38642305,2003.7096259,407.67679715,29.3,0.15,0.04,8481.94166721959,6.06104689,1498.19503,0.3
GA_bot624,119.737,-29.755,2388.85825162,2038.4966482,350.36160342,22.8,0.11,0.29,6085.90033379483,5.75181851,1528.64034,0.3
GA_bot400,119.877,-25.641,1581.37522764,1286.3558106,295.01941704,26.8,0.12,0.16,6259.34642446791,5.6502283,1545.21308,0.3
GA_bot7,119.92662,-30.8569,2037.41614481,1743.7662386,293.64990621,21.3,0.15,0.24,6211.47219038779,6.7019,1512.63334,0.3
GA_bot260,119.95354,-27.19869,1630.35911786,1394.3624816,235.99663626,25.2,0.13,0.17,6315.77522799903,5.64947176,1561.62276,0.3
GA1067,119.95372,-27.19798,1642.69068063,1373.2624756,269.42820503,25.2,0.13,0.17,6472.18999373501,5.82817964,1550.09079,0.3
GA936,119.96921,-22.64563,2173.20384954,1822.6106535,350.59319604,29.8,0.16,0.49,5211.87537285456,6.23430696,1506.97873,0.3
GA_bot444,120.02,-23.173,2099.29971342,1717.9971621,381.30255132,28.7,0.15,0.29,3424.74165405059,5.89406986,1471.82027,0.3
GA_bot290,120.09342,-28.26273,1526.28805374,1307.5291689,218.75888484,24.3,0.12,0.32,6245.48642091263,6.15657767,1512.27975,0.3
GA_bot695,120.184,-24.773,1910.63701694,1618.2928297,292.34418724,27,0.11,0.21,5534.79016839553,5.56035021,1508.13042,0.3
GA909,120.21729,-19.98773,2004.14508534,1690.0216826,314.12340274,31,0.11,0.42,2992.21511447777,5.00426391,1559.98443,0.3
GA_bot627,120.235,-25.508,1516.79896075,1261.532404,255.26655675,27,0.13,0.19,6151.78902056762,5.43517177,1533.7434,0.3
GA_bot714,120.269,-26.743,1445.38518778,1188.1715258,257.21366198,25.5,0.13,0.19,6554.60734144708,5.60088081,1462.37763,0.3
GA_bot598,120.289,-22.861,2133.78338986,1856.7670323,277.01635756,29.9,0.2,0.56,5031.78643644677,6.1123364,1516.20418,0.3
GA_bot723,120.506,-19.962,2009.36079652,1653.6291684,355.73162812,30.7,0.11,0.38,3387.9325064978,4.99931917,1571.25562,0.3
GA_bot684,120.52,-29.422,1930.79031521,1654.5040509,276.28626431,23.4,0.1,0.21,6046.72633977186,5.73444334,1512.89221,0.3
GA_bot161,120.68867,-20.85699,2315.4451613,1856.5082401,458.9369212,30.9,0.2,0.36,6095.3907889238,5.5707849,1543.80197,0.3
GA1063,120.68888,-20.85782,2213.75058763,1824.5454961,389.20509153,30.9,0.2,0.4,6177.94598456724,5.60262531,1540.8004,0.3
GA_bot546,120.737,-20.772,1824.10127418,1558.8398612,265.26141298,30.9,0.2,0.54,5571.35939349381,5.61251664,1532.46914,0.3
GA_bot308,120.8706,-25.73857,1484.54599479,1180.6336249,303.91236989,26.6,0.13,0.24,5904.67557737691,5.98600973,1370.02928,0.3
GA825,120.93008,-29.61786,1865.25128181,1499.5745734,365.67670841,22.5,0.12,0.2,6071.36755026232,6.0857201,1490.89674,0.3
GA_bot164,120.94172,-28.69266,1792.24738336,1492.0473466,300.20003676,24.2,0.13,0.21,6268.61047104788,6.29466572,1508.62067,0.3
GA_bot666,120.942,-28.692,1555.06905228,1334.8424566,220.22659568,24.2,0.13,0.21,6266.84182813834,6.28897404,1513.39547,0.3
GA_bot224,121.07514,-28.81332,1598.7629479,1326.1705899,272.592358,23.9,0.14,0.18,6111.19068732584,5.6192708,1543.77609,0.3
GA_bot510,121.2,-19.742,2675.54020496,1691.1371768,984.40302816,30.9,0.16,0.82,4428.21860592638,6.77777114,1374.07175,0.3
GA1110,121.2552,-33.74323,4520.2023514,3297.4235579,1222.7787935,18.4,0.12,0.95,5680.33235681153,5.5661913,1416.20384,0.3
GA_bot233,121.29174,-30.96292,1886.15424551,1310.97992,575.17432551,21.8,0.13,0.28,6397.40563219743,6.72363231,1386.22172,0.3
GA_bot413,121.359,-29.919,1786.895385,1461.3506672,325.5447178,22.2,0.15,0.24,5897.89846958151,5.92719251,1521.38245,0.3
SCWA0232,121.39529,-33.77963,3121.4920369,1692.6995334,1428.7925035,18.3,0.13,1.36,3678.52393376721,5.57436126,1415.70042,0.3
SCWA0235,121.4096,-33.72721,2701.5485291,1494.9530971,1206.595432,18.3,0.13,1.85,4875.08169137966,5.5452815,1479.90332,0.3
SCWA0211,121.41667,-33.76259,3275.5334713,1777.9880202,1497.5454511,18.3,0.13,1.89,3020.24229330841,5.50186205,1460.77818,0.3
SCWA0229,121.41926,-33.79117,3317.8171062,1821.301929,1496.5151772,18.3,0.13,1.73,4330.4298662366,5.74021574,1412.85007,0.3
SCWA0214,121.42084,-33.76266,3406.2176961,1994.5015534,1411.7161427,18.3,0.13,1.94,4533.92665593786,5.45593333,1445.30761,0.3
SCWA0220,121.42087,-33.76824,3140.9384081,1691.8846552,1449.0537529,18.3,0.13,1.67,3940.95175831051,5.61100426,1429.22022,0.3
SCWA0208,121.42225,-33.74698,3233.8313426,2220.7202646,1013.111078,18.3,0.13,1.92,4811.00497979398,5.73924652,1476.53234,0.3
SCWA0217,121.42689,-33.76665,3298.3804182,1884.6339757,1413.7464425,18.3,0.13,1.82,3954.29766022902,5.38032609,1466.84434,0.3
GA_bot497,121.437,-27.774,1605.21150327,1336.8025289,268.40897437,25.1,0.13,0.23,6777.30900979,6.05679107,1537.30676,0.3
SCWA0382,121.46634,-33.77579,3173.6485127,1964.6479062,1209.0006065,18.3,0.13,1.18,4412.49208969782,5.59392048,1423.35185,0.3
SCWA0346,121.51348,-33.75759,3124.8636565,1747.858004,1377.0056525,18.2,0.14,1.06,3734.66305662824,5.5060673,1430.59789,0.3
GA818,121.55967,-33.75937,3299.11439274,2452.4298673,846.68452544,18.2,0.14,1.22,4675.43388694927,5.598504,1449.77018,0.3
GA795,121.58192,-19.44934,2154.5209163,1784.5758692,369.9450471,31.2,0.11,0.46,3722.36037537605,5.01820142,1559.73325,0.3
GA_bot87,121.6282,-26.49772,1790.63361027,1551.6499526,238.98365767,26,0.13,0.28,4782.18149107183,5.99060756,1477.18262,0.3
SCWA0253,121.72354,-33.67802,2977.6481715,1955.1828764,1022.4652951,18,0.21,1.53,2537.1249785286,5.17288422,1470.50694,0.3
SCWA0256,121.72411,-33.68255,2857.6336075,1627.2841296,1230.3494779,18,0.21,1.68,2657.39384202257,5.07843903,1485.47348,0.3
SCWA0259,121.72685,-33.68231,2842.8513539,1647.9881094,1194.8632445,18,0.21,1.63,3106.05231717562,5.14450614,1462.9617,0.3
SCWA0252,121.72813,-33.67944,3016.17535812,2051.7844037,964.39095442,18,0.21,1.59,2837.42919424024,5.09688632,1494.04505,0.3
SCWA0238,121.74054,-33.68211,3189.9318382,1674.0604548,1515.8713834,18,0.21,1.82,3316.95840220965,5.26763566,1476.32618,0.3
SCWA0265,121.74275,-33.69967,3231.1093309,1934.6398947,1296.4694362,18.2,0.17,2.09,4127.54279598448,5.42711836,1479.56305,0.3
SCWA0247,121.74502,-33.68659,3174.1602914,1727.2771969,1446.8830945,18,0.21,1.86,3303.34054701483,5.39389338,1475.86584,0.3
SCWA0241,121.74631,-33.68197,3133.1306475,1481.6582528,1651.4723947,18,0.21,1.7,3665.37398030769,5.29893582,1482.99217,0.3
SCWA0262,121.74658,-33.69926,3573.0143065,2516.6171114,1056.3971951,18.2,0.17,2.14,5219.66355810634,5.59455837,1473.72366,0.3
SCWA0244,121.74874,-33.68708,2862.7927488,1388.1973137,1474.5954351,18.2,0.17,1.69,4782.10060910603,5.38196531,1486.53563,0.3
SCWA0269,121.75887,-33.77017,3386.1228036,1958.0850975,1428.0377061,18.2,0.17,1.81,2741.93017799524,5.46959097,1444.59657,0.3
SCWA0271,121.76035,-33.77385,3550.7735205,2207.7063795,1343.067141,18.2,0.17,1.93,3824.39906205691,5.66750464,1448.88042,0.3
SCWA0274,121.76237,-33.77028,3659.7860495,1841.9434506,1817.8425989,18.2,0.17,1.86,3474.36891166638,5.68835995,1449.44001,0.3
SCWA0277,121.76495,-33.77386,3741.4889212,2126.5946534,1614.8942678,18.2,0.17,2,2985.40235184033,5.45949464,1445.55811,0.3
