site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3,NPP.gC.m2,qmax.gC.m2,pH-CaCl2,BD.mg.cm3,depth,REC-ID
GA_bot744,146.079,-30.313,2817.35080717,2575.7497997,241.60100747,23.2,0.17,0.46,6566.63186670072,5.93159477,1515.65747,0.3,17
NSW000587,146.11626,-33.624567,1931.66170351,1568.3057361,363.35596741,20.2,0.2,0.98,6413.89037775526,5.93879045,1509.64712,0.3,17
NSW000572,146.150287,-33.602347,2300.70758586,1877.6940597,423.01352616,20.2,0.2,0.89,6435.33754058416,6.10493333,1482.16233,0.3,17
NSW000617,146.176362,-33.58169,1868.25342533,1624.4118285,243.84159683,20.2,0.2,0.83,6262.18922064792,5.8046161,1498.49835,0.3,17
NSW000805,146.279502,-33.07976,2433.41275509,2115.1288931,318.28386199,20.3,0.2,0.49,6315.42814553997,5.81331009,1477.9743,0.3,17
DECCW0777,146.304984,-31.648343,2177.85155568,1835.4577604,342.39379528,20.5,0.19,0.51,5307.79078406934,5.61005775,1543.45427,0.3,17
NSW000623,146.360369,-32.899185,2118.82413136,1790.2975662,328.52656516,20.2,0.19,0.46,6623.59619359745,5.75840431,1486.47518,0.3,17
NSW001450,146.360922,-32.898222,2061.5335822,1789.4520726,272.0815096,20.2,0.19,0.45,6658.13438983432,5.819516,1487.57178,0.3,17
NSW000539,146.36477,-33.047788,1971.57523042,1614.1519659,357.42326452,20.3,0.2,0.72,6639.16364176912,6.04822601,1483.73907,0.3,17
NSW000542,146.373111,-33.040542,1939.28010131,1658.1333448,281.14675651,20.3,0.2,0.77,6565.74768197548,5.92786662,1511.16847,0.3,17
NSW001403,146.373985,-33.676178,2465.03990974,1983.9622199,481.07768984,19.4,0.2,0.97,6541.62570387623,5.79970363,1528.91098,0.3,17
DECCW0781,146.430024,-31.311753,2349.59805117,1942.6878626,406.91018857,21.3,0.2,0.52,6155.97933158338,5.59108114,1584.42107,0.3,17
DECCW0389,146.485651,-33.346409,2517.30754908,2029.3797844,487.92776468,20.3,0.2,0.73,6578.99975083024,5.652104,1487.45873,0.3,17
NSW000575,146.489137,-33.549328,2203.12153872,1939.5652004,263.55633832,19.8,0.2,0.81,6854.2970675321,5.75499634,1495.79878,0.3,17
DECCW0385,146.489345,-33.352305,2655.09828122,2225.1544789,429.94380232,20.3,0.2,0.93,6792.85745523826,5.72527987,1511.32992,0.3,17
NSW000566,146.494847,-33.530726,2595.38969074,2185.115131,410.27455974,19.8,0.2,0.91,6967.70109646751,5.98631814,1490.95849,0.3,17
NSW000590,146.495673,-33.490484,2608.71250252,2161.1835239,447.52897862,19.8,0.2,0.75,6344.57840519297,5.6088592,1509.95796,0.3,17
GA895,146.501618,-32.999203,2446.08729003,2095.9742341,350.11305593,20.2,0.19,0.75,6475.59240686796,5.90955576,1497.6881,0.3,17
NSW001462,146.561084,-33.465947,2709.88111217,2305.0229713,404.85814087,19.8,0.2,0.89,6860.95936116771,6.01487188,1480.3984,0.3,17
NSW001465,146.563715,-33.456333,2777.95279382,2323.1673884,454.78540542,20.3,0.2,0.81,6452.63620893868,5.65327546,1507.15727,0.3,17
NSW001456,146.565272,-33.586057,2211.27722783,1972.214922,239.06230583,19.8,0.2,0.84,6741.9537695769,5.83587648,1495.40944,0.3,17
NSW001459,146.580942,-33.514451,2550.40486431,2190.3033267,360.10153761,19.8,0.2,0.72,6631.12122232843,5.61591797,1500.31435,0.3,17
NSW001453,146.583514,-33.56432,2470.48312598,2167.036764,303.44636198,19.8,0.2,0.95,6637.83549060693,5.73716292,1499.80361,0.3,17
GA_bot459,146.645,-33.034,4254.43800891,3716.1895326,538.24847631,20.4,0.28,0.76,6453.72058899082,5.88723534,1433.73848,0.3,17
DECCW0397,146.706403,-33.317488,3088.20693535,2546.8587865,541.34814885,20.1,0.21,0.9,6647.42495777609,5.66803832,1515.78355,0.3,17
DECCW0393,146.708872,-33.318035,3197.09445086,2681.7842002,515.31025066,20.1,0.21,0.92,6418.78779056658,5.55835455,1521.91519,0.3,17
NSW001468,146.805396,-33.533281,2798.40849926,2398.6335245,399.77497476,19.6,0.2,1.09,6792.41732819389,5.31040782,1508.93323,0.3,17
DECCW0137,147.085021,-31.777989,2519.90662868,2135.6458432,384.26078548,21.2,0.2,0.83,7619.89647591023,6.57475241,1473.57962,0.3,17
DECCW0141,147.085128,-31.779153,2231.04704427,1925.8164028,305.23064147,21.2,0.2,0.87,6696.20872806382,6.03899173,1521.48494,0.3,17
GA_bot470,147.132,-31.851,4015.13310792,3433.4635477,581.66956022,21.2,0.29,0.58,9147.51674116637,5.89793792,1465.52457,0.3,17
DECCW0145,147.138285,-31.536433,2481.66618254,2074.9408489,406.72533364,21.5,0.21,0.93,7040.95197199821,6.24824911,1480.27239,0.3,17
DECCW0501,147.156535,-31.609043,2337.92002235,1982.4051243,355.51489805,21.5,0.21,0.87,7039.49457452664,5.94897493,1534.78836,0.3,17
NSW000584,147.45351,-32.847436,2805.2628489,2180.8941937,624.3686552,19.4,0.2,1.11,6770.61844227297,5.2630073,1508.94502,0.3,17
NSW000608,147.461312,-32.831035,3187.59016952,2470.2491978,717.34097172,19.4,0.2,0.87,9171.61508509606,5.26392952,1522.60479,0.3,17
S66,145.665809,-32.60407,4424.12790584565,3432.62816735866,991.499738486993,20.516126814216,0.149921842120585,0.474807973817069,3964.199336,5.77383174324036,1474.70930194855,0.3,17
S67,145.541212,-32.590598,4435.34951734542,3489.27858218003,946.070935165393,20.516126814216,0.149921842120585,0.607228555863296,4019.271176,6.23118627595902,1478.44983911514,0.3,17
GA_bot516,141.892,-12.497,5177.7049241,3964.1939606,1213.5109635,28.4,0.26,1,6264.14199957771,4.73138072,1192.72084,0.3,19
GA770,141.89219,-12.4952,5659.9440038,4294.9442993,1364.9997045,28.4,0.26,0.95,6532.68834627856,4.79129569,1218.53284,0.3,19
Qld1158,142.05513,-14.51649,2224.63428912,1864.4456589,360.18863022,29,0.23,0.92,5041.36657456722,4.60936312,1486.28611,0.3,19
Qld1203,143.52311,-14.76348,2708.64560144,2174.2226185,534.42298294,27.7,0.22,0.82,4999.96568785455,4.6803625,1494.54801,0.3,19
Qld1196,143.52411,-14.76148,2666.90814006,2101.7688505,565.13928956,27.7,0.22,0.81,4893.66878172207,4.73777205,1506.11727,0.3,19
Qld1210,143.67612,-15.57747,3440.4850501,2821.1653039,619.3197462,27.8,0.19,0.87,4721.28007184597,5.00601017,1469.53175,0.3,19
GA_bot414,144.247,-14.624,2226.1144766,1985.8712546,240.243222,28.3,0.22,1.22,8433.61919195151,4.8599995,1482.40618,0.3,19
Qld1165,144.46811,-15.61547,2850.37887226,2429.6564339,420.72243836,27,0.16,0.86,5018.05760235221,5.22777497,1520.373,0.3,19
Qld1182,145.1311,-15.69547,4203.78431707,3466.0923303,737.69198677,24.7,0.3,1.75,8510.59727126249,5.25988399,1451.20698,0.3,19
S174,142.93296,-14.226272,4428.5180886984,2909.30399116051,1519.21409753789,27.6131846778285,0.19600886210711,1.56080663888681,3989.070093,4.92793108940125,1476.1726962328,0.3,19
S175,142.977511,-14.092385,4455.95618104935,2620.54018877767,1835.41599227168,27.3715810065624,0.196043304139531,1.13517303773569,3922.361723,4.73658799219132,1485.31872701645,0.3,19
S180,142.773247,-13.091493,4306.2470383644,4063.26176013847,242.985278225932,27.5484231978442,0.262487557285559,1.84035002619957,4043.852761,5.1635083823204,1435.4156794548,0.3,19
S186,142.204728,-12.367622,4364.46203613282,3426.10527964017,938.356756492644,28.1702905323918,0.259005414576939,1.07922688824014,3994.384509,5.03081907749176,1454.82067871094,0.3,19
S187,142.231489,-12.331816,4233.45332872869,1405.32026809978,2828.13306062891,27.9639538554948,0.265860597516448,1.20162468082275,3988.844587,4.8448238492012,1411.15110957623,0.3,19
S188,142.538924,-12.218852,4290.40660357476,3653.66580210014,636.740801474623,27.7677767880164,0.264761845946553,1.41145157654848,4014.044648,4.81919018554687,1430.13553452492,0.3,19
S189,142.569097,-12.201668,4249.9605345726,3444.71009739523,805.250437177371,27.7677767880164,0.264761845946553,1.24301889279803,3981.329067,4.82414805030823,1416.6535115242,0.3,19
S190,142.439793,-11.542891,4330.63950347901,3285.56961883056,1045.06988464845,26.9576513960626,0.286102673187448,0.875633364107427,3925.364657,4.67387948322296,1443.54650115967,0.3,19
S191,142.430758,-11.496726,4223.70639467238,3483.5545522441,740.151842428284,26.9576513960626,0.286102673187448,0.846764515807071,3963.367112,4.795269115448,1407.90213155746,0.3,19
S192,142.467405,-10.935715,4119.9478290081,2323.7991463343,1796.1486826738,26.9480445642139,0.211018031955153,0.605324957789588,3871.443856,4.74871625375748,1373.3159430027,0.3,19
S193,142.490746,-10.727102,4004.59848368169,2861.49279257042,1143.10569111127,27.8714598398084,0.201779474511565,0.726813504836523,3996.283614,4.89710894012451,1334.86616122723,0.3,19
GA1107,131.55756,-14.36339,1956.08903857,1653.1996938,302.88934477,29.3,0.24,0.78,3785.19431212608,5.45620957,1494.93896,0.3,20
GA_bot685,131.869,-14.296,2332.11272765,2065.9828812,266.12984645,29.2,0.24,0.86,4924.87098749933,5.36814511,1526.5873,0.3,20
GA_bot154,130.54135,-13.15269,3646.48288108,2931.8854742,714.59740688,28.8,0.23,1.64,5436.38174966493,5.1440576,1419.26831,0.3,21
GA855,131.08492,-12.47876,2919.95848097,2458.7289747,461.22950627,29.2,0.24,1.25,6534.47597378382,5.27616358,1406.1043,0.3,21
GA1040,131.34883,-12.66683,2636.70406057,2267.0995696,369.60449097,29.3,0.33,1.55,6387.47973916897,5.40438338,1449.42093,0.3,21
S178,130.7779111,-13.15835,4380.93867516519,2314.57242352669,2066.3662516385,28.872566966922,0.225875036388286,1.25870823664446,3982.131595,4.89924318790436,1460.31289172173,0.3,21
S179,130.7956871,-13.13983269,4385.36635243893,2738.69323705165,1646.67311538728,28.872566966922,0.225875036388286,1.29626094767572,4015.623615,5.04477598762512,1461.78878414631,0.3,21
S183,132.4792078,-12.6785886,4302.78582429885,3712.21573566108,590.57008863777,29.8115344669844,0.333595520290108,1.33129474511565,3965.005006,5.03498686122894,1434.26194143295,0.3,21
S184,132.48192,-12.67332,4365.56938505172,4050.47046055074,315.098924500977,29.8115344669844,0.333595520290108,1.21599702655721,3992.126893,5.07423465919495,1455.18979501724,0.3,21
S185,132.3738334,-12.6489202,4319.37626123427,2952.28305817307,1367.0932030612,29.8115344669844,0.333595520290108,1.40810748059985,4000.902114,5.07872372770309,1439.79208707809,0.3,21
GA909,120.21729,-19.98773,2004.14508534,1690.0216826,314.12340274,31,0.11,0.42,2992.21511447777,5.00426391,1559.98443,0.3,22
GA_bot510,121.2,-19.742,2675.54020496,1691.1371768,984.40302816,30.9,0.16,0.82,4428.21860592638,6.77777114,1374.07175,0.3,22
GA795,121.58192,-19.44934,2154.5209163,1784.5758692,369.9450471,31.2,0.11,0.46,3722.36037537605,5.01820142,1559.73325,0.3,22
GA_bot439,121.93,-18.716,1594.38647575,1395.3369107,199.04956505,31.4,0.12,0.66,3885.2501994572,4.8898526,1568.37897,0.3,22
GA1130,121.93017,-18.71481,1838.09870157,1528.2023974,309.89630417,31.4,0.12,0.66,3984.14127589382,4.87798615,1555.82028,0.3,22
GA_bot667,122.413,-18.252,2081.50203854,1656.1996943,425.30234424,31.2,0.11,0.84,3886.18173793794,5.10380514,1542.95281,0.3,22
GA1113,122.56309,-17.97913,2347.2221133,1327.1351299,1020.0869834,31.4,0.15,1.17,3697.88664333065,6.29051023,1471.93068,0.3,22
GA_bot701,123.186,-17.369,2195.8269505,1901.9446027,293.8823478,32.3,0.14,1.01,4690.32561598735,5.10296611,1512.69859,0.3,22
GA_bot601,123.392,-17.661,1603.54602026,1265.1592335,338.38678676,31.9,0.18,0.55,5205.03442202466,5.18929385,1543.61347,0.3,22
GA_bot435,124.028,-17.373,2371.12860883,2025.0479813,346.08062753,31.8,0.21,0.95,4714.47716828816,5.7600327,1494.55072,0.3,22
GA943,124.06749,-17.07827,2334.69367283,1818.0276149,516.66605793,32.5,0.22,1.13,5215.65025350876,4.8583923,1550.42419,0.3,22
GA_bot106,124.06794,-17.07743,2750.1312156,2147.6445896,602.486626,32.5,0.22,1.13,5381.16717842367,4.8750278,1551.89854,0.3,22
S166,123.7349,-17.5070167,4492.9716063738,2913.94628253632,1579.02532383748,32.0165565827449,0.206924628423618,0.879467425206478,3472.547385,5.10093490457535,1497.6572021246,0.3,22
GA1108,144.65364,-22.47915,1632.91057159,1490.8767896,142.03378199,27.6,0.27,0.32,6338.93550496305,6.39748865,1434.24277,0.3,23
GA1077,144.69825,-22.30323,1762.36153368,1582.0558516,180.30568208,27.7,0.15,0.38,6040.40696469497,5.85629837,1504.2071,0.3,23
GA_bot453,145.129,-22.401,1842.03839761,1708.3661612,133.67223641,27.4,0.18,0.45,6305.09410154603,6.12315104,1417.79602,0.3,23
GA_bot348,145.12947,-22.4006,1897.35972173,1545.1944174,352.16530433,27.4,0.18,0.45,5984.79081230164,5.6828998,1284.85166,0.3,23
GA1124,145.2322,-21.87454,1950.1621116,1749.5437789,200.6183327,26.6,0.2,0.52,6474.50614606793,5.65766527,1507.94974,0.3,23
GA_bot293,145.26231,-21.82028,2424.37420835,2096.5568275,327.81738085,26.6,0.2,0.49,6058.16733571223,5.55323272,1423.77731,0.3,23
Qld1249,145.73712,-19.93146,2306.3139203,1993.7801122,312.5338081,25.3,0.21,0.84,6414.98468285563,5.59397762,1516.84949,0.3,23
GA_bot586,145.805,-23.557,1579.20323225,1400.3162361,178.88699615,25.4,0.17,0.52,5619.55855156284,5.21309251,1527.47229,0.3,23
GA759,145.82121,-21.44399,1740.77912903,1429.8811572,310.89797183,25.9,0.17,0.52,7476.84718050917,5.41256173,1530.05212,0.3,23
QLDR000404,146.119265,-20.544821,1611.97834818,1345.4525646,266.52578358,26.1,0.17,0.97,9162.0609433695,5.67802876,1491.57834,0.3,23
QLDR000401,146.121191,-20.54393,1715.6956025,1344.847029,370.8485735,26.1,0.17,0.97,9131.82418029997,5.61060614,1502.39044,0.3,23
QLDR000398,146.124322,-20.539886,1487.89633377,1215.6761628,272.22017097,26.1,0.17,0.96,9161.07005048369,5.80931676,1480.55127,0.3,23
QLDR000395,146.126379,-20.537758,1573.06289914,1248.7607861,324.30211304,26.1,0.17,0.97,9113.29693826136,5.63928382,1492.84158,0.3,23
QLDR000392,146.126976,-20.534283,1640.63734585,1274.4306051,366.20674075,26.1,0.17,0.96,9166.2622620634,5.64255322,1474.97592,0.3,23
QLDR000389,146.127474,-20.529897,1679.12700559,1336.1473876,342.97961799,26.1,0.17,0.93,9116.84661651684,5.63429815,1482.48739,0.3,23
QLDR000383,146.13016,-20.553314,1806.20913193,1439.1381486,367.07098333,26.1,0.17,1.09,9166.90415738699,5.85925928,1477.40125,0.3,23
QLDR000422,146.136239,-20.550499,1548.64121445,1290.5170446,258.12416985,26.1,0.17,1.04,9147.41027110848,5.72527753,1500.36269,0.3,23
QLDR000428,146.136626,-20.553828,1601.17182014,1322.2504181,278.92140204,26.1,0.17,1.18,9130.60318052757,5.76436015,1486.59703,0.3,23
QLDR000386,146.136631,-20.545893,1656.728642,1356.1615018,300.5671402,26.1,0.17,0.96,9029.44174443781,5.59598299,1494.72122,0.3,23
QLDR000425,146.138442,-20.551975,1456.26166157,1176.8087916,279.45286997,26.1,0.17,1.09,9089.56823014717,5.75126927,1502.36329,0.3,23
QLDR000419,146.139367,-20.550258,1636.50428515,1410.6623014,225.84198375,26.1,0.17,1.11,9123.87752065409,5.74565076,1488.60059,0.3,23
QLDR000416,146.140563,-20.548425,1761.71826042,1508.8192501,252.89901032,26.1,0.17,1,9154.27007078897,5.73724099,1501.93525,0.3,23
QLDR000380,146.140923,-20.543795,1648.38579611,1263.5164924,384.86930371,26.1,0.17,0.97,9128.54180970094,5.65563105,1496.64929,0.3,23
QLDR000377,146.144958,-20.540658,1480.18485494,1150.9074175,329.27743744,26.1,0.17,0.96,9139.5965944087,5.58018454,1488.54756,0.3,23
QLDR000410,146.146739,-20.546075,1731.11462224,1434.9251923,296.18942994,26.1,0.17,1.06,9157.78267624916,5.67122753,1500.17741,0.3,23
Qld100,146.14757,-21.33931,1979.55487957,1759.6688124,219.88606717,25.7,0.16,0.86,6485.74347527333,5.62723295,1520.37746,0.3,23
QLDR000413,146.14835,-20.548411,1674.40170957,1360.6770914,313.72461817,26.1,0.17,1.08,9112.42207207357,5.59701654,1500.97914,0.3,23
QLDR000440,146.148533,-20.561571,1536.40651265,1274.3032278,262.10328485,26.1,0.17,0.94,9185.32714929852,5.72568049,1473.27837,0.3,23
QLDR000407,146.148905,-20.545598,1605.58818189,1342.5959361,262.99224579,26.1,0.17,1,9151.35201196757,5.67331276,1494.34675,0.3,23
Qld132,146.14909,-21.33878,1957.38942814,1725.1039213,232.28550684,25.7,0.16,0.92,6171.72290368836,5.46001872,1532.21727,0.3,23
QLDR000437,146.149105,-20.558234,1443.83511243,1219.0294042,224.80570823,26.1,0.17,0.96,9143.61000682234,5.67025723,1487.94384,0.3,23
QLDR000434,146.15093,-20.54919,1684.94815397,1311.4652099,373.48294407,26.1,0.17,1.01,9132.76043773778,5.69453453,1495.10337,0.3,23
QLDR000431,146.154206,-20.547744,1744.21060893,1453.6600198,290.55058913,26.1,0.17,1.03,9147.98484914889,5.51535199,1493.24686,0.3,23
Qld168,146.21776,-21.23344,1868.08287547,1685.0856473,182.99722817,26.2,0.17,0.83,6430.52393528967,5.77204032,1510.85732,0.3,23
GA_bot128,146.29462,-20.99315,1938.82330555,1698.0454832,240.77782235,26.3,0.16,0.79,8341.63914547537,5.31868587,1514.83561,0.3,23
Qld1236,146.41711,-20.62045,2105.62200564,1793.5794919,312.04251374,26,0.17,1.17,6336.66640940352,6.07731357,1462.15256,0.3,23
GA768,146.42447,-21.00161,2398.42711804,2038.9852485,359.44186954,26.3,0.16,1.07,6235.75718649902,5.46300377,1513.49584,0.3,23
GA_bot483,135.672,-19.63,1234.22927896,1105.2256078,129.00367116,29.4,0.16,0.54,3915.21616512022,5.1741701,1540.10507,0.3,24
GA1106,135.95653,-20.06187,1629.57643808,1413.4095145,216.16692358,29.5,0.14,0.69,6156.79316807407,5.66779555,1485.6416,0.3,24
GA_bot129,136.05037,-19.64102,2247.98151595,1938.9350929,309.04642305,29.4,0.16,0.64,6283.46987028006,6.13710365,1484.80545,0.3,24
GA1049,136.10396,-20.31466,1293.07772345,1141.0210579,152.05666555,29.4,0.11,0.38,5248.28956251557,5.23382639,1522.82537,0.3,24
GA985,136.10416,-20.31487,1786.06305825,1610.8387748,175.22428345,29.4,0.11,0.38,5248.28956251557,5.23382639,1522.82537,0.3,24
DECCW0937,141.716014,-33.923711,2166.50346939,1927.1053743,239.39809509,21,0.22,0.43,4313.97469213097,7.12705569,1464.47063,0.3,25
DECCW0941,141.745504,-33.926043,2046.75559341,1802.9370294,243.81856401,21,0.22,0.56,6339.20233785268,7.09007877,1417.04116,0.3,25
GA_bot410,141.795,-34.056,3128.89999875,2603.943945,524.95605375,21,0.22,0.5,5951.78333876233,7.19834845,1462.47309,0.3,25
GA971,142.082912,-32.502145,1546.90191908,1410.3147937,136.58712538,21.5,0.17,0.32,5449.18961412813,6.60463658,1462.87237,0.3,25
GA_bot658,142.083,-32.503,1928.73250965,1725.3223673,203.41014235,21.5,0.17,0.32,5344.46296297536,6.66712672,1447.47486,0.3,25
GA_bot302,142.425658,-32.396587,1598.33221953,1457.1047203,141.22749923,21.9,0.23,0.51,5984.09625945262,6.81249352,1459.92142,0.3,25
DECCW1161,142.462034,-33.578905,2630.00530375,2123.9196244,506.08567935,21,0.18,0.53,6269.00806594985,7.07925511,1500.0259,0.3,25
GA_bot416,142.528,-32.438,1865.69189151,1730.8856622,134.80622931,21.9,0.23,0.29,6254.45890034777,7.21697434,1449.30962,0.3,25
GA_bot369,143.47649,-31.59697,1449.60172167,1312.8941047,136.70761697,22.9,0.19,0.3,6339.19563325016,6.90456846,1439.35654,0.3,25
GA_bot237,143.4777,-31.59578,1509.51889725,1336.4165872,173.10231005,22.9,0.19,0.32,6345.27900816143,7.08351029,1437.00833,0.3,25
GA_bot683,145.053,-30.645,2319.48025746,2140.726083,178.75417446,23,0.18,0.31,6023.84544552102,6.73804351,1505.20369,0.3,25
GA_bot644,145.938,-30.249,2234.17781535,2058.8784015,175.29941385,23.3,0.16,0.4,7223.22647867562,6.95035746,1468.97009,0.3,25
DECCW1145,146.130148,-30.116051,1635.41930676,1442.5298328,192.88947396,23.2,0.17,0.28,6342.95624911302,7.29491591,1410.76184,0.3,25
GA_bot507,146.355,-30.009,3815.04311991,3361.977753,453.06536691,23.6,0.23,0.36,6173.54231890542,6.21787328,1451.88274,0.3,25
GA_bot359,146.430178,-29.944597,2558.6893168,2222.4234378,336.265879,23.8,0.24,0.36,5954.39880676232,6.18084992,1482.54184,0.3,25
GA_bot558,146.441,-29.851,3333.88439443,2883.710879,450.17351543,23.9,0.23,0.35,9192.87076073703,6.57096844,1438.75291,0.3,25
GA_bot300,146.650885,-29.40935,3933.6396581,2518.3581654,1415.2814927,23.5,0.28,0.42,6281.77968469586,6.1340073,1386.63664,0.3,25
GA916,146.720163,-29.372425,3995.64376651,3136.7109123,858.93285421,23.5,0.28,0.4,6367.65580809819,6.36046039,1445.66081,0.3,25
DECCW0605,146.957803,-29.675493,2187.29125036,1947.1358955,240.15535486,23.6,0.26,0.49,9221.78931629768,7.19962907,1411.22893,0.3,25
GA_bot540,147.055,-30.855,2575.15197733,2294.6136238,280.53835353,22.2,0.27,0.68,6889.86661536112,6.03990417,1490.15055,0.3,25
GA_bot256,147.11415,-28.7372,2278.74444746,2057.6912089,221.05323856,23.6,0.17,0.59,6313.39612835613,6.4329967,1463.89061,0.3,25
GA_bot104,147.17678,-31.575878,3829.15811775,3011.1219412,818.03617655,21.5,0.21,0.88,6901.35982652612,6.0850829,1372.9885,0.3,25
GA_bot554,147.177,-31.576,3873.71548836,3206.9870586,666.72842976,21.5,0.21,0.88,6901.35982652612,6.0850829,1372.9885,0.3,25
GA_bot223,147.21965,-30.267755,3516.77703889,2857.7355234,659.04151549,23.4,0.26,0.4,6296.66226031934,6.72696206,1447.65342,0.3,25
NSW002147,147.492287,-32.166767,2418.4598182,1786.5507375,631.9090807,20.4,0.23,0.9,6357.92035061806,6.11160833,1486.50627,0.3,25
NSW002153,147.498807,-32.111801,2373.23720903,1896.7857549,476.45145413,20.8,0.3,0.88,6398.4287915678,6.57306318,1493.67781,0.3,25
DECCW1113,147.514068,-30.088361,2792.35961441,2368.1091484,424.25046601,23.5,0.22,0.55,6298.40953759113,6.81680035,1415.32343,0.3,25
GA_bot49,147.561313,-30.276843,3681.82084588,2783.3302229,898.49062298,23.4,0.26,0.48,6379.15609899037,7.16836591,1400.04667,0.3,25
GA_bot159,147.561517,-30.076827,3219.93634909,2533.0716537,686.86469539,23.6,0.26,0.43,6363.39222774717,7.06422455,1397.95236,0.3,25
NSW001334,147.639008,-30.115445,1761.54298973,1511.6312458,249.91174393,23.4,0.26,0.85,6396.17248300441,7.72492083,1377.23623,0.3,25
NSW001139,147.642284,-30.090757,1475.19259746,983.36654238,491.82605508,23.6,0.26,0.63,6352.01880815013,7.6120287,1391.07916,0.3,25
NSW002834,147.65485,-32.096142,2150.35098606,1694.2715338,456.07945226,20.6,0.22,1.02,9209.92409764738,6.07513754,1497.08955,0.3,25
GA_bot139,147.684145,-30.458347,3455.50749699,2844.5284254,610.97907159,22.5,0.29,0.65,6250.19617015774,6.761891,1423.91391,0.3,25
DECCW0105,147.706351,-31.988095,2515.3120827,1893.8646139,621.4474688,20.6,0.22,1.12,9227.53452192966,5.89384011,1540.01793,0.3,25
DECCW0069,147.707723,-31.986121,2448.9885976,1961.5780653,487.4105323,20.6,0.22,1.07,9224.74710776985,5.68815843,1566.33369,0.3,25
GA_bot17,147.713837,-30.190677,3177.63732543,2581.190108,596.44721743,23.4,0.26,0.53,6352.01437811158,6.913773,1397.58948,0.3,25
NSW002156,147.721626,-32.032746,2398.10028121,1890.9108468,507.18943441,20.6,0.22,1.06,9204.1235675181,5.80845176,1508.84334,0.3,25
NSW001588,147.748961,-31.503315,2918.25113664,2433.4372626,484.81387404,21.2,0.3,0.93,6390.68658977021,6.26022635,1478.34253,0.3,25
NSW001573,147.760992,-31.507909,2632.56684265,2192.4451853,440.12165735,21.2,0.3,0.96,6351.84733220879,6.31218069,1489.85793,0.3,25
NSW002801,147.769638,-31.803515,2279.65966403,1869.7016317,409.95803233,20.9,0.23,1.04,6366.55514122449,6.54448073,1457.80735,0.3,25
NSW001585,147.770486,-31.485495,2406.42516507,2004.1343392,402.29082587,21.2,0.3,0.9,6365.22834783869,6.3591765,1476.61342,0.3,25
NSW002798,147.771849,-31.793713,1988.64115121,1770.3088908,218.33226041,20.9,0.23,0.93,6411.32901470074,6.58852986,1451.62958,0.3,25
NSW001579,147.795025,-30.911583,2328.66141145,1961.7024287,366.95898275,22.1,0.29,0.74,6335.28465730841,6.58596749,1451.87639,0.3,25
NSW002159,147.81174,-30.930437,1882.27223075,1463.8288358,418.44339495,22.1,0.29,0.78,6328.25498968497,6.56836157,1472.316,0.3,25
NSW002150,147.812359,-31.517391,2374.61662294,2010.5633238,364.05329914,20.8,0.31,0.78,6375.54117715862,6.3819168,1471.91591,0.3,25
NSW001531,147.822979,-30.922886,1868.23842529,1557.6520608,310.58636449,22.1,0.29,0.68,6262.62482522752,6.47565571,1465.05632,0.3,25
NSW001552,147.826661,-30.922646,1626.51230615,1348.2805887,278.23171745,22.1,0.29,0.69,6311.56198468186,6.72162257,1465.79841,0.3,25
NSW002141,147.830672,-31.519601,2240.36169887,1836.8346038,403.52709507,20.8,0.31,0.77,6380.80720082597,6.55365188,1465.36745,0.3,25
NSW001528,147.847596,-31.768241,2485.34021559,2104.1013962,381.23881939,20.6,0.23,1.08,6370.59780436392,6.23211607,1465.54132,0.3,25
NSW001549,147.867178,-31.522083,2057.16265437,1702.2970275,354.86562687,20.8,0.31,0.86,6348.54024485075,6.28517524,1478.37913,0.3,25
NSW001534,147.869591,-31.531315,2072.6793571,1638.1894958,434.4898613,20.8,0.31,0.76,6396.47366067058,6.59787977,1461.72162,0.3,25
NSW002261,147.893351,-31.064373,1878.19456422,1545.0665761,333.12798812,21.9,0.3,0.85,6348.70894925105,6.67343082,1477.23708,0.3,25
NSW001543,147.923409,-31.334202,2123.7952436,1696.7863128,427.0089308,21.5,0.3,0.98,6273.81571349398,6.44786609,1491.40858,0.3,25
NSW002528,147.92822,-31.065155,1847.22717486,1357.2606655,489.96650936,21.9,0.3,0.79,6298.73135769119,6.25415816,1455.30607,0.3,25
NSW001591,147.930326,-31.361038,2054.89840403,1770.3944854,284.50391863,21.5,0.3,0.85,6361.92748361985,6.86196942,1435.72478,0.3,25
NSW001558,147.932062,-31.363245,1866.61693601,1516.373976,350.24296001,21.5,0.3,0.85,6337.63425242497,6.60883264,1457.25763,0.3,25
NSW002135,147.933267,-31.308507,1677.10235687,1151.7413092,525.36104767,21.5,0.3,0.85,6345.64937652462,6.7494807,1441.62143,0.3,25
NSW002525,147.94776,-30.872551,1920.23571417,1546.2933487,373.94236547,22.1,0.29,0.94,6319.77052438162,6.65137667,1456.25428,0.3,25
NSW002849,147.972296,-32.090675,2433.60211754,1763.6355315,669.96658604,20.5,0.18,1.18,7148.62277037146,5.97982108,1527.52658,0.3,25
NSW002858,147.984154,-32.089681,2354.8942494,1728.4854648,626.4087846,20.5,0.18,0.85,6954.70581008308,5.73625825,1534.91028,0.3,25
NSW002843,147.986918,-32.091464,2567.82374107,2002.1540335,565.66970757,20.5,0.18,1.04,7128.95510060348,5.86663896,1549.39536,0.3,25
