site,x,y,SOM,MAOM,POM.AGG,SoilTMP-C,SoilMoi-m3,NPP.gC.m2,qmax.gC.m2,pH-CaCl2,BD.mg.cm3,depth,REC-ID
S142,119.2653417,-23.14604722,4964.2444102764,2836.83547889629,2127.40893138011,28.2537885320758,0.136237621744808,0.453857170779583,4000.427459,5.51947819137573,1654.7481367588,0.3,63
S143,119.6314389,-22.76692778,4499.51526653766,3394.39805305303,1105.11721348463,29.6591796375311,0.139688062978766,0.273506662175313,3990.570843,5.86389163923264,1499.83842217922,0.3,63
S144,118.268075,-22.72358889,4519.60316991807,2132.68909629199,2386.91407362608,27.5884973259808,0.143806792757276,0.6890559048831,3944.110613,5.22169215154648,1506.53438997269,0.3,63
S145,119.9177389,-22.66193611,4436.39216530323,3277.4494526166,1158.94271268663,30.0955822292088,0.133207122123246,0.600208319817684,4012.311697,6.14626997280121,1478.79738843441,0.3,63
S146,118.2248548,-22.63589903,4491.86956357956,3372.52031082948,1119.34925275008,27.27605523118,0.147845289484409,0.49129560595853,4004.367355,5.87972307825089,1497.28985452652,0.3,63
S149,117.9992861,-21.891925,4404.44270110131,3314.47876042652,1089.96394067479,30.3908855661186,0.135740000499039,0.374258706157314,4027.60962,5.87249024105072,1468.14756703377,0.3,63
S150,117.8244056,-21.87279722,4520.27088046074,2934.28586387093,1585.98501658981,30.4665130748309,0.16436585406426,0.621454807828264,4034.258247,5.91233287715912,1506.75696015358,0.3,63
S151,117.97935,-21.85703333,4551.96503305434,3291.54221528114,1260.4228177732,30.3908855661186,0.135740000499039,0.416572165248563,3993.416609,5.3920185790062,1517.32167768478,0.3,63
S152,116.9739917,-21.67714167,4573.72921371459,2988.86724631768,1584.8619673969,30.7144767572423,0.162376034466984,0.432358929893289,4000.163239,5.36980122518539,1524.57640457153,0.3,63
S153,117.120475,-21.61443333,4409.04160237311,2944.55397763564,1464.48762473747,30.6250132869227,0.204682294915621,0.361796404421489,4014.617549,6.19615615463257,1469.68053412437,0.3,63
S154,117.1161361,-21.60643889,4438.05738759042,3174.40396547842,1263.65342211201,30.6250132869227,0.204682294915621,0.368592501102045,4012.81957,6.18738625574112,1479.35246253014,0.3,63
S155,117.0973556,-21.58141944,4666.29373311996,3402.2389769149,1264.05475620506,30.6250132869227,0.204682294915621,0.596397434937745,4000.631502,5.66648113393784,1555.43124437332,0.3,63
S156,117.0562583,-21.57123889,4771.13498497008,3591.11555821872,1180.01942675136,30.6250132869227,0.204682294915621,0.728374774392628,4004.124323,5.58214837646484,1590.37832832336,0.3,63
S157,117.1698361,-21.39493056,4540.62019228935,3214.29873647502,1326.32145581433,30.6349557060991,0.134275536259367,0.623548269581056,4032.848112,5.56255686283112,1513.54006409645,0.3,63
GA_bot746,141.915,-34.088,2685.01657292,2407.3706209,277.64595202,21,0.22,0.55,6307.64060808297,6.93533955,1412.09629,0.3,65
GA_bot100,141.91539,-34.088962,2640.3610249,2253.0997034,387.2613215,21,0.22,0.5,6350.82198292208,7.13990348,1418.51674,0.3,65
GA_bot639,141.992,-34.117,3718.91139548,3266.9014475,452.00994798,20.4,0.19,0.53,5636.25219136379,6.63346525,1484.56697,0.3,65
DECCW0945,142.108066,-34.150528,2430.10320784,1689.777543,740.32566484,19.9,0.2,0.57,5853.35611328628,6.73879617,1479.55732,0.3,65
GA_bot332,143.526032,-34.229022,1576.99357334,1399.7863568,177.20721654,19.9,0.14,0.53,6366.86214773855,6.07242841,1513.84238,0.3,65
GA_bot190,143.562922,-34.646023,4648.52404437,3736.3257022,912.19834217,19.5,0.3,0.71,6338.64984150671,6.21233056,1451.00769,0.3,65
DECCW0893,143.776975,-34.534889,2358.04354339,1781.4840599,576.55948349,19.9,0.3,0.68,6392.36430317272,7.07534068,1385.27352,0.3,65
DECCW0293,143.777912,-34.533578,2376.61497163,2049.5503773,327.06459433,19.9,0.3,0.65,6380.1850148737,7.0010609,1431.20483,0.3,65
DECCW0889,143.818499,-34.455369,3353.92749466,2535.8026547,818.12483996,19.9,0.3,0.72,6258.77239565983,6.76523065,1444.5742,0.3,65
GA_bot168,143.869967,-34.869967,2624.3300126,2244.8065608,379.5234518,19.5,0.32,0.77,6363.88962890061,7.27464877,1405.39115,0.3,65
DECCW0281,143.937742,-34.573715,2217.43020605,1972.8719471,244.55825895,19.9,0.3,0.59,6384.80331481124,7.00615242,1417.12591,0.3,65
DECCW0897,143.938461,-34.572481,2258.29159152,1770.3217784,487.96981312,19.9,0.3,0.59,6355.17118215171,6.66466457,1404.11663,0.3,65
DECCW0985,144.019234,-34.562792,3400.05946042,2497.2891333,902.77032712,20,0.29,0.73,6381.98536025838,6.41860271,1401.91604,0.3,65
DECCW0277,144.060599,-34.541928,2707.25662033,2410.9877618,296.26885853,20,0.29,0.54,6397.57633290268,6.7283089,1437.88505,0.3,65
DECCW1101,144.060742,-34.543112,3806.00569132,2894.6127907,911.39290062,20,0.29,0.54,6358.59971594621,6.456268,1368.60101,0.3,65
GA_bot321,144.191948,-35.036557,1981.68453451,1802.4990325,179.18550201,19.4,0.32,0.87,6351.16912378252,6.76342907,1502.70995,0.3,65
GA_bot47,144.37574,-33.540868,2094.55198179,1934.6459152,159.90606659,21,0.26,0.76,6398.25432573688,6.95709573,1448.43798,0.3,65
NSW001184,144.491463,-33.947662,1799.71443752,1644.1975716,155.51686592,20.5,0.28,0.53,6384.24276472539,6.97059255,1389.32529,0.3,65
GA_bot228,144.527708,-35.023477,3048.87711505,2624.252933,424.62418205,19.8,0.29,0.74,6376.79997675415,6.52844649,1413.94115,0.3,65
GA_bot105,144.570782,-33.176815,3220.54439608,2498.9881018,721.55629428,21.2,0.26,0.81,6374.91020714523,6.56305382,1445.47034,0.3,65
DECCW0285,144.587317,-34.579173,2188.64456036,1931.8216461,256.82291426,20,0.29,0.89,6330.34553640888,7.23977301,1393.51345,0.3,65
DECCW0885,144.587579,-34.577655,2068.51150459,1622.1926951,446.31880949,20,0.29,0.8,6351.62191718757,7.03376632,1376.45735,0.3,65
GA_bot167,144.625007,-34.206907,2281.60109887,2042.2288486,239.37225027,20.4,0.28,0.63,6363.07973380714,7.09504569,1373.30956,0.3,65
NSW001187,144.641856,-33.269006,1543.5394357,1359.0587088,184.4807269,21.4,0.27,0.6,6299.03119351422,7.0633766,1403.1556,0.3,65
NSW001232,144.654268,-33.936222,2068.75029593,1813.9658073,254.78448863,20.4,0.29,0.65,6397.00059976024,6.70174055,1424.63005,0.3,65
NSW001196,144.668145,-33.943807,2008.09061764,1700.7608673,307.32975034,20.4,0.29,0.61,6383.70754946032,6.82908514,1417.11587,0.3,65
NSW000557,144.752508,-33.728332,1504.95601038,1218.5241444,286.43186598,20.7,0.29,0.75,6385.7104086755,6.98190134,1408.19911,0.3,65
NSW001238,144.761259,-33.62148,1718.99791747,1549.3174085,169.68050897,21.1,0.28,0.57,6357.23899090222,7.20155133,1390.43183,0.3,65
GA_bot285,144.82595,-34.033113,2518.9226869,2080.1209345,438.8017524,20.4,0.29,0.59,6360.28680623843,6.5335176,1420.94087,0.3,65
NSW001235,145.013996,-33.311176,1458.76578459,1322.240637,136.52514759,21.3,0.28,0.67,6313.31544046362,7.19721085,1446.17453,0.3,65
DECCW0853,145.049452,-34.419122,2094.16051922,1747.0355383,347.12498092,20,0.18,0.9,9221.12466388519,6.96877371,1478.3094,0.3,65
NSW001241,145.125953,-33.765614,1331.19717756,1029.0882585,302.10891906,20.7,0.17,0.67,9207.09220034553,6.89144893,1455.44891,0.3,65
NSW000560,145.136908,-33.73035,1868.67068471,1657.053235,211.61744971,20.7,0.17,0.88,9214.71000534561,6.47934312,1449.76654,0.3,65
DECCW0857,145.183161,-34.386332,2291.02169802,2024.2027286,266.81896942,20,0.18,0.8,9157.8673896515,7.09667558,1461.134,0.3,65
NSW000605,145.307401,-33.415128,1357.50998741,992.35830296,365.15168445,20.9,0.26,0.67,6343.11276803892,6.97954335,1407.01152,0.3,65
GA_bot252,145.535525,-35.347027,5174.6475465,4027.4536015,1147.193945,18.8,0.2,0.64,9172.51223519607,5.80494108,1395.95606,0.3,65
GA_bot103,145.536195,-35.346528,5345.4319159,4152.8929942,1192.5389217,18.8,0.2,0.64,9177.73908366296,5.92460275,1315.3801,0.3,65
NSW000201,145.768353,-34.916405,2071.01096607,1880.69643,190.31453607,19.4,0.19,1.55,9252.38721953035,5.72628147,1448.99691,0.3,65
NSW000205,145.770202,-34.91573,2004.6454121,1690.9601408,313.6852713,19.4,0.19,1.42,9259.82285281093,5.84083939,1473.98659,0.3,65
MCMA0451,145.804643,-35.386149,2537.76627144,2300.0729092,237.69336224,18.9,0.2,1.21,9234.02015636122,6.75473446,1462.35489,0.3,65
DECCW0233,145.822895,-34.318872,3168.6215948,2702.4050996,466.2164952,19.7,0.2,1.51,9200.33892882667,6.14676548,1429.68197,0.3,65
DECCW0237,145.828404,-34.320557,2444.51619459,2114.073029,330.44316559,19.7,0.2,1.23,9234.81227463315,6.30760618,1485.9346,0.3,65
MCMA0163,145.865798,-35.565356,2808.7882255,2368.7894451,439.9987804,18.6,0.2,1.06,9213.03304377059,5.93649269,1503.56866,0.3,65
NSW000197,145.912039,-34.79775,1846.75541927,1638.2217598,208.53365947,19.6,0.19,1.65,9235.45340872037,5.8160371,1465.26164,0.3,65
NSW000165,145.915209,-34.781043,1878.55728726,1654.7728933,223.78439396,19.6,0.19,1.41,9262.95622128229,5.7955112,1481.64622,0.3,65
NSW000169,145.916698,-34.78001,2125.57713344,1859.6831752,265.89395824,19.6,0.19,1.28,9243.56376181762,5.90297533,1493.5515,0.3,65
MCMA0049,145.933052,-35.178645,2245.61656845,1877.5820355,368.03453295,19.2,0.19,0.85,9242.94784897719,6.58680609,1470.30857,0.3,65
NSW000161,145.93456,-34.731222,2084.71409972,1686.2116298,398.50246992,19.6,0.19,1.14,9267.94948668578,6.21101268,1474.63242,0.3,65
MCMA0046,145.9375,-35.178768,2303.52733796,1992.2052757,311.32206226,19.2,0.19,0.91,9203.2670842822,6.3703641,1476.86328,0.3,65
MCMA0052,145.940259,-35.173986,2545.74518797,2256.7246853,289.02050267,19.2,0.19,0.99,9228.02081270436,6.3718651,1489.56514,0.3,65
NSW000137,145.961064,-34.844924,2155.96752836,1658.067596,497.89993236,19.4,0.19,1.39,9240.53354077629,5.8869887,1479.61736,0.3,65
NSW000141,145.964402,-34.844709,1934.99930704,1447.4881098,487.51119724,19.4,0.19,1.1,9246.04811730461,6.0496024,1468.36651,0.3,65
NSW000193,145.96775,-34.939164,2200.2498069,1801.0252553,399.2245516,19.4,0.19,1.31,9264.57768256481,5.86116895,1463.95405,0.3,65
NSW000189,145.969684,-34.93855,2147.06887162,1827.8934797,319.17539192,19.4,0.19,1.32,9272.44306520595,6.04349957,1478.83423,0.3,65
NSW000153,145.978672,-34.829058,2774.74212923,2360.0113088,414.73082043,19.3,0.19,1.57,9217.62799968049,5.71697029,1455.79442,0.3,65
NSW000145,145.979437,-34.828208,2669.97441106,2074.3949088,595.57950226,19.3,0.19,1.83,9209.60502435321,5.61572314,1471.97695,0.3,65
NSW000177,146.003406,-34.781986,1900.57607808,1610.959599,289.61647908,19.4,0.19,1.49,9273.98574947853,5.78783459,1478.54648,0.3,65
NSW000173,146.003983,-34.778573,1910.81642313,1610.0843741,300.73204903,19.4,0.19,1.08,9257.00450848818,5.54589806,1451.72678,0.3,65
DECCW0253,146.019695,-34.926412,2924.40121721,2304.3559956,620.04522161,19.3,0.19,1.45,9255.50695447055,5.71547933,1470.50685,0.3,65
MCMA0448,146.030905,-35.483527,2639.57243395,2313.3020238,326.27041015,18.6,0.21,1.13,9238.14120726175,5.85104672,1503.66653,0.3,65
MCMA0442,146.032703,-35.470195,2757.59916145,2236.9249257,520.67423575,18.8,0.21,1.27,9252.88925749871,5.85985397,1497.71229,0.3,65
MCMA0445,146.039286,-35.474984,2617.29364988,2134.833606,482.46004388,18.8,0.21,1.2,9239.12487526052,5.87738493,1495.82075,0.3,65
NSW000185,146.049096,-34.803371,2012.10241839,1595.0647025,417.03771589,19.4,0.19,1.6,9266.64461458679,5.90030265,1479.09695,0.3,65
NSW000181,146.050697,-34.802951,1711.54042287,1374.0492649,337.49115797,19.4,0.19,1.6,9248.07221378441,6.09629352,1470.7605,0.3,65
MCMA0439,146.061129,-35.480411,2768.17247083,2261.1279755,507.04449533,18.8,0.21,1.19,9246.72631166251,5.87840236,1504.72385,0.3,65
DECCW0249,146.073571,-34.868042,1959.46903519,1713.4029606,246.06607459,19.3,0.19,1.32,9180.8885712565,6.50792613,1490.51243,0.3,65
DECCW0241,146.334675,-34.724867,2642.58910102,2176.8146835,465.77441752,19.3,0.19,1.02,9178.05959769361,5.92158962,1513.28258,0.3,65
DECCW0245,146.346799,-34.706744,2747.24633147,2388.5272013,358.71913017,19.3,0.19,1.02,9203.8511878084,5.98847549,1547.22295,0.3,65
MCMA0361,146.375631,-35.575799,2981.9511888,2448.1200273,533.8311615,18.5,0.22,1.22,9224.33029684103,5.81138646,1497.60852,0.3,65
S51,140.735412,-34.056273,4259.01693749427,3340.62344589674,918.393491597533,20.4122119794396,0.193082150194209,0.523046082125242,4049.865102,6.87526797103882,1419.67231249809,0.3,65
S52,140.7095,-34.01891,4393.89804768561,3221.94699914404,1171.95104854157,20.4122119794396,0.193082150194209,0.633133601151117,3959.82086,7.10320784473419,1464.63268256187,0.3,65
GA_bot736,134.673,-23.836,1263.22220887,1091.9469728,171.27523607,26.3,0.09,0.45,1715.35196056765,5.72518144,1547.18961,0.3,71
GA_bot580,135.233,-24.255,1179.67077291,1010.2361617,169.43461121,26,0.07,0.58,3978.00111869742,5.68265164,1559.03453,0.3,71
GA781,135.37721,-25.39461,727.45219229,675.66304687,51.78914542,26,0.07,0.25,7194.93622557353,6.3304062,1526.44156,0.3,71
GA961,135.413875,-29.005435,938.48884852,864.99838424,73.49046428,23.7,0.14,0.25,5306.58233827671,6.90678145,1473.01298,0.3,71
GA_bot542,135.434,-24.014,1404.38014564,1176.2501926,228.12995304,26.9,0.09,0.44,4726.84368088256,5.69640557,1557.57211,0.3,71
GA921,135.69116,-25.20158,985.51285172,824.20453649,161.30831523,26.8,0.08,0.2,4368.20100909876,5.48516553,1540.43389,0.3,71
GA_bot55,135.77821,-25.70266,604.61751147,543.90876174,60.70874973,26.3,0.07,0.14,5510.55484367408,5.7494003,1505.84364,0.3,71
GA_bot277,135.84903,-23.93367,1302.69072133,1089.6418526,213.04886873,26.8,0.09,0.43,5427.54679369944,5.57328508,1547.41615,0.3,71
GA_bot716,136.325,-29.171,738.82578411,687.511799,51.31398511,23.6,0.1,0.12,3027.86524551854,6.88276911,1446.55373,0.3,71
GA_bot417,136.326,-29.172,989.26107783,921.67937017,67.58170766,23.6,0.1,0.15,4440.88593141391,7.25149201,1396.6681,0.3,71
GA_bot671,136.45,-23.385,934.74953989,792.71774532,142.03179457,27.3,0.1,0.26,6009.59419459321,5.34629997,1556.22059,0.3,71
GA_bot360,136.45001,-23.38438,1119.67042565,946.08875941,173.58166624,27.3,0.1,0.26,5305.56012688163,5.25515576,1533.91928,0.3,71
GA846,136.62012,-23.58319,867.58789012,720.73285254,146.85503758,27.2,0.09,0.27,5661.72637104447,5.27321121,1561.67748,0.3,71
GA_bot692,136.628,-24.348,696.87115159,574.59587098,122.27528061,27.2,0.11,0.17,5832.69242890501,6.17396786,1460.55152,0.3,71
GA_bot297,136.76155,-25.0511,921.35225853,841.79889878,79.55335975,26.6,0.08,0.19,6959.90498592889,5.82395421,1473.6439,0.3,71
GA_bot589,136.783,-28.132,627.20455067,566.01771325,61.18683742,24.1,0.15,0.29,4839.76653745791,6.40103601,1487.31918,0.3,71
GA_bot415,136.787,-28.134,606.32672211,552.41649125,53.91023086,24.1,0.15,0.25,3579.65443658205,6.38430331,1481.07699,0.3,71
GA_bot399,136.847,-28.429,710.73654749,636.86040455,73.87614294,23.9,0.15,0.05,5099.21495411531,6.50636096,1494.71821,0.3,71
GA_bot278,136.88951,-24.11764,950.9258772,836.66322197,114.26265523,27.4,0.09,0.39,5707.98220230467,5.27942367,1550.07144,0.3,71
GA822,137.23172,-25.76802,946.93301882,880.3643628,66.56865602,26,0.07,0.16,6437.20410780954,6.50250143,1482.08757,0.3,71
GA760,137.27623,-23.94383,818.04250095,673.94387358,144.09862737,27.4,0.09,0.3,6139.28594216271,5.38142445,1527.05585,0.3,71
GA_bot76,137.60805,-24.98539,800.22341741,693.48099168,106.74242573,27.3,0.09,0.17,4850.162563108,5.56047475,1532.61432,0.3,71
GA893,137.83018,-23.46469,1033.01450916,822.32240536,210.6921038,28.2,0.11,0.22,2776.38235357072,5.21995339,1548.36194,0.3,71
GA_bot682,137.889,-25.706,801.76570867,696.93974431,104.82596436,26.2,0.07,0.15,6188.02179337562,6.13770278,1490.83924,0.3,71
GA840,137.9373,-25.19203,711.16579096,605.62644131,105.53934965,27.2,0.08,0.15,5338.65348892153,5.73966515,1527.1638,0.3,71
GA930,137.93744,-25.19236,716.81268565,591.60546452,125.20722113,27.2,0.08,0.15,5338.65348892153,5.73966515,1527.1638,0.3,71
GA1024,137.94307,-24.12056,978.68168047,835.92182675,142.75985372,28.2,0.09,0.2,6381.2625190375,5.60929826,1508.44,0.3,71
GA999,138.82985,-24.3116,902.35618005,773.56343575,128.7927443,27.1,0.21,0.18,5504.7550758839,6.47574447,1497.33398,0.3,71
GA1027,139.981645,-29.38019,1257.77217353,1114.2687055,143.50346803,23.2,0.14,0.13,2384.80389788321,6.59314826,1521.24153,0.3,71
GA1012,140.23952,-30.06382,1025.05833051,939.6459007,85.41242981,22.4,0.08,0.23,6849.52944382836,6.7524885,1515.65123,0.3,71
GA1056,140.281167,-29.785417,1203.53010674,1088.4319645,115.09814224,22.5,0.08,0.18,6798.02698935595,6.7627792,1518.91248,0.3,71
GA997,140.49708,-29.017045,1093.77953371,983.67065655,110.10887716,24.1,0.08,0.17,5612.58560035487,6.35831085,1507.54198,0.3,71
GA888,140.504818,-29.010978,913.78334672,797.35097913,116.43236759,24.1,0.08,0.26,6517.18998347144,6.25887347,1514.4729,0.3,71
GA1052,140.615556,-31.173385,958.12535379,858.99263246,99.13272133,23.1,0.12,0.19,4223.4156968417,6.27359486,1508.82718,0.3,71
GA788,140.659698,-30.837598,1243.31434744,1137.8014834,105.51286404,23.2,0.1,0.26,5698.70916850414,6.40610625,1524.14879,0.3,71
GA1033,140.699343,-30.230112,1088.97167317,1008.0724338,80.89923937,22.7,0.08,0.21,6454.46762992102,6.64343694,1530.65665,0.3,71
GA814,141.026167,-30.54783,1270.92168469,1168.5420005,102.37968419,23.3,0.12,0.21,5139.0326517727,6.6303696,1531.46959,0.3,71
GA_bot393,141.065,-30.312,1415.47329122,1301.4335287,114.03976252,23.3,0.13,0.21,4181.15057558662,6.5609399,1526.96244,0.3,71
S135,138.0989083,-23.87908889,4518.77400076389,2515.84881121124,2002.92518955265,27.7994975339139,0.089949222746214,0.161195328159959,3951.548544,5.47990047073364,1506.25800025463,0.3,71
S138,138.2527333,-23.34405833,4563.18330574035,3595.6962523255,967.487053414853,27.7285238416049,0.089178385774052,0.351717443920453,3969.371163,5.60620378684998,1521.06110191345,0.3,71
S140,138.2265417,-23.23618889,4524.79142117499,3397.59935265136,1127.19206852363,27.7285238416049,0.089178385774052,0.21642206252963,3964.195722,5.45434285354614,1508.26380705833,0.3,71
GA838,134.81377,-29.626407,954.19460579,881.06581516,73.12879063,23.8,0.1,0.13,2189.96608785396,6.08820581,1538.72442,0.3,72
GA_bot669,135.156,-28.767,801.07178839,693.52800666,107.54378173,24.2,0.15,0.24,5415.91446494421,6.42383176,1399.52614,0.3,72
GA755,135.24516,-25.84883,1365.66278578,1228.5586179,137.10416788,26.1,0.16,0.51,5816.78160704867,5.7481805,1544.87255,0.3,72
GA_bot440,135.508,-27.097,509.21441992,463.70328293,45.51113699,25.9,0.16,0.25,3680.16085598285,5.90667694,1492.32494,0.3,72
GA_bot573,135.522,-27.084,893.2615227,815.45625402,77.80526868,25.9,0.16,0.33,5300.87680649014,6.03079088,1501.8175,0.3,72
GA862,136.05328,-28.041355,854.35392801,775.63811285,78.71581516,24.6,0.08,0.21,5527.34034305714,6.86640425,1450.33658,0.3,72
GA881,136.075738,-27.961263,1058.76106487,975.21343312,83.54763175,24.6,0.08,0.26,8623.05808294583,6.74292006,1462.46178,0.3,72
GA763,136.831473,-27.687135,793.00116741,699.48827387,93.51289354,24.3,0.19,0.45,5719.97050120327,6.36617756,1502.85903,0.3,72
GA_bot699,137.053,-29.384,922.31379796,856.91818996,65.395608,23.2,0.14,0.12,5199.62555724784,7.04829248,1421.96602,0.3,72
GA791,137.746063,-29.4488,785.33485488,730.66519272,54.66966216,23.6,0.08,0.33,9137.70225143566,6.74590612,1453.10813,0.3,72
GA887,138.364497,-29.802768,1066.84524054,992.29410304,74.5511375,23.2,0.08,0.44,5352.87210078051,6.74351153,1486.31163,0.3,72
GA929,138.365097,-29.802622,1203.66557785,1099.4748113,104.19076655,23.2,0.08,0.44,9050.51613490568,6.64838463,1485.88711,0.3,72
GA1098,138.839957,-29.044367,937.18498623,860.52631132,76.65867491,24.3,0.07,0.33,9122.82273643673,6.78853121,1471.53553,0.3,72
GA886,139.23762,-29.265827,1482.52699725,1361.4512374,121.07575985,24,0.07,0.41,7201.30411392846,6.47765334,1484.16214,0.3,72
GA808,139.51787,-29.413948,1360.68217078,1245.3645098,115.31766098,21.3,0.09,0.37,5327.9407188692,6.62389681,1466.06016,0.3,72
GA_bot732,139.524,-30.723,940.48584778,881.32573825,59.16010953,21.5,0.1,0.33,4914.70375552485,6.39626838,1463.70002,0.3,72
GA987,140.018772,-30.080782,1069.4115862,987.95731632,81.45426988,22.6,0.1,0.3,8869.22080861872,6.42999411,1507.21967,0.3,72
S113,138.849703,-29.754839,4530.70757281779,3747.18327827803,783.524294539762,23.1323608054495,0.079868677795244,0.108847892806348,4009.426529,6.78874010229111,1510.23585760593,0.3,72
S114,138.849323,-29.456155,4675.77794158458,2561.97867231255,2113.79926927203,23.6251461353561,0.075716753582687,0.146282181800035,3984.353944,6.56860015296936,1558.59264719486,0.3,72
S116,134.68572,-29.0020333,4611.02322542667,3520.72892498312,1090.29430044355,23.4292670858597,0.073891774999792,0,4011.596634,6.20264215087891,1537.00774180889,0.3,72
S123,134.8927156,-27.78842417,4400.9418257475,3535.04664165579,865.895184091706,24.4636099508446,0.074676476948541,0.241636125458492,3985.835218,6.03460434770584,1466.9806085825,0.3,72
S128,134.9996944,-26.27772222,4451.794952631,3206.70960418254,1245.08534844847,25.61837829262,0.073488497143,0.264675491345826,4007.262691,6.07263255119324,1483.931650877,0.3,72
GA_bot423,132.418,-14.94,3711.50367348,3111.7946027,599.70907078,29,0.2,1.31,6182.02968970914,5.66260368,1414.76387,0.3,73
GA1069,132.62531,-15.61113,2313.92915027,1994.8472441,319.08190617,29.4,0.25,1.06,6196.28131033646,5.87728407,1529.9952,0.3,73
GA_bot505,133.139,-17.291,1496.23491512,1357.4193973,138.81551782,29.2,0.18,0.81,5286.86837125341,5.43459665,1527.35848,0.3,73
GA_bot56,134.01732,-17.04454,1607.11719025,1443.5862214,163.53096885,30.1,0.22,0.51,6344.6838135529,6.3441285,1595.57324,0.3,73
GA853,134.32823,-17.19777,1769.71236995,1556.350495,213.36187495,30.2,0.29,0.52,6335.69832233605,6.05408188,1567.16604,0.3,73
S168,133.2711583,-16.63024167,4526.62440454959,3487.51420473322,1039.11019981637,29.050559306668,0.201673915213215,1.03403443787376,4049.690853,5.55907565069199,1508.87480151653,0.3,73
S169,133.4119194,-15.87685833,4608.78995990754,3326.90236808448,1281.88759182306,29.2635779624223,0.209365384135539,1.17958363483627,4022.605468,5.63681868219376,1536.26331996918,0.3,73
S170,133.3782333,-15.76783889,4628.04569041728,3607.60631669512,1020.43937372216,29.1784778177009,0.197511432159759,1.22243400620472,4008.581618,5.59720341396332,1542.68189680576,0.3,73
S171,133.3275222,-15.70665,4602.75863277912,3649.75696599805,953.001666781066,29.3280583293826,0.201454034317273,1.29009522918382,4054.575999,6.03963012742996,1534.25287759304,0.3,73
S172,133.0477889,-14.90864444,4676.51919937135,3735.71361993711,940.805579434231,28.9910914863887,0.202730448054162,1.28472606482521,3855.859982,5.63171172189713,1558.83973312378,0.3,73
GA_bot544,130.761,-21.036,733.95650856,633.9313804,100.02512816,29,0.13,0.26,5952.4570537562,5.1501051,1536.50355,0.3,77
GA_bot562,131.698,-21.101,967.19424099,868.7966592,98.39758179,28.6,0.12,0.35,3413.22540214244,5.49255909,1552.3333,0.3,77
GA1025,132.12641,-20.55062,1458.29118577,1249.3662915,208.92489427,28.3,0.11,0.4,5025.49609938876,5.31318196,1547.49296,0.3,77
GA767,132.35935,-20.14021,990.44819527,853.94156905,136.50662622,29.2,0.11,0.31,4019.50992212154,5.14760784,1579.14047,0.3,77
GA847,132.57573,-20.98503,1141.52001861,913.20200559,228.31801302,27.7,0.09,0.34,5285.12003640817,5.33256983,1567.59843,0.3,77
GA894,132.5963,-19.9228,756.5729919,664.61949974,91.95349216,29.4,0.11,0.3,3719.46112365266,5.08056329,1584.51696,0.3,77
GA_bot427,132.597,-19.922,673.273581,604.68829142,68.58528958,29.4,0.11,0.3,4899.61931719239,5.19621672,1559.42376,0.3,77
GA827,132.630481,-19.408851,1189.24159199,955.95653226,233.28505973,29.6,0.11,0.36,4890.27918984913,5.06823578,1522.38841,0.3,77
GA1030,132.66725,-19.25591,1096.30063715,827.7445097,268.55612745,29.5,0.1,0.4,3495.24094975273,5.14617912,1546.32368,0.3,77
GA_bot391,132.77,-21.293,1418.04401376,1193.2157644,224.82824936,27.6,0.11,0.46,3447.38878805107,5.65567403,1530.88104,0.3,77
GA935,132.99011,-20.1088,1119.45393312,963.32399371,156.12993941,29.5,0.11,0.29,4025.50460087378,5.11895874,1595.68812,0.3,77
GA786,133.4897,-20.73168,1194.75753233,966.61072889,228.14680344,28.4,0.11,0.54,4739.02698571531,5.3365177,1559.04635,0.3,77
GA_bot648,133.597,-19.525,1089.45024895,966.01764243,123.43260652,29.9,0.11,0.53,5930.74569950538,5.25394853,1544.36302,0.3,77
GA776,133.60339,-19.97211,964.74407132,829.42954996,135.31452136,29.6,0.11,0.34,3988.39937674892,5.1629941,1577.31856,0.3,77
GA931,134.24229,-20.79922,1032.95863013,888.78770814,144.17092199,28.4,0.11,0.55,6047.13408148589,5.31422084,1532.67077,0.3,77
GA_bot48,134.49237,-21.10952,1137.03054802,978.21279302,158.817755,28.2,0.11,0.66,5253.09090986445,5.28845777,1556.12867,0.3,77
GA_bot86,135.51587,-21.8341,1916.29843866,1665.6938477,250.60459096,26.7,0.08,0.28,6173.4271565878,5.49334179,1541.10613,0.3,77
GA_bot339,135.61121,-21.73393,1572.31892663,1376.3939374,195.92498923,26.8,0.09,0.33,5365.2338640704,5.33215184,1514.36114,0.3,77
GA_bot268,136.07704,-21.86884,1420.56887955,1233.7738208,186.79505875,27.2,0.08,0.2,4584.04272149839,5.25460678,1535.67086,0.3,77
GA812,136.17201,-21.18134,1253.29788129,1079.9632991,173.33458219,28.5,0.12,0.47,5169.98066994952,5.29262034,1523.43363,0.3,77
GA_bot710,137.143,-20.456,1085.77678482,972.52630758,113.25047724,28.5,0.17,0.33,4305.27742480021,5.38737066,1515.56291,0.3,77
GA_bot566,129.089,-15.325,1736.71000744,1533.1170098,203.59299764,30.5,0.23,1,6119.43345561581,5.30911245,1504.27784,0.3,85
GA1085,129.1951,-15.41177,2049.049987,1676.8161338,372.2338532,30,0.12,1.2,4625.61163612518,5.18546767,1519.04473,0.3,85
GA1129,129.57684,-15.25229,1530.4899458,1246.9494943,283.5404515,29.8,0.19,1.7,5896.03880652961,5.17869663,1516.07585,0.3,85
